Step,Action
100.0,5
105.0,5
110.0,0
115.0,5
120.0,0
125.0,5
130.0,5
135.0,0
140.0,5
145.0,0
150.0,5
155.0,0
160.0,5
165.0,4
170.0,5
175.0,4
180.0,6
185.0,4
190.0,6
195.0,2
200.0,6
205.0,2
210.0,5
215.0,2
220.0,5
225.0,4
230.0,5
235.0,4
240.0,6
245.0,4
250.0,6
255.0,6
260.0,0
265.0,6
270.0,0
275.0,4
280.0,0
285.0,4
290.0,4
295.0,0
300.0,4
305.0,0
310.0,1
315.0,0
320.0,1
325.0,3
330.0,1
335.0,3
340.0,3
345.0,0
350.0,3
355.0,0
360.0,3
365.0,0
370.0,3
375.0,1
380.0,3
385.0,1
390.0,6
395.0,1
400.0,6
405.0,6
410.0,5
415.0,6
420.0,5
425.0,2
430.0,5
435.0,2
440.0,5
445.0,2
450.0,5
455.0,5
460.0,0
465.0,5
470.0,0
475.0,2
480.0,0
485.0,2
490.0,1
495.0,2
500.0,1
505.0,2
510.0,1
515.0,2
520.0,0
525.0,2
530.0,0
535.0,5
540.0,0
545.0,5
550.0,3
555.0,5
560.0,3
565.0,0
570.0,3
575.0,0
580.0,4
585.0,0
590.0,4
595.0,0
600.0,4
605.0,0
610.0,2
615.0,0
620.0,2
625.0,4
630.0,2
635.0,4
640.0,2
645.0,4
650.0,2
655.0,6
660.0,2
665.0,6
670.0,1
675.0,6
680.0,1
685.0,1
690.0,0
695.0,1
700.0,0
705.0,1
710.0,0
715.0,1
720.0,2
725.0,1
730.0,2
735.0,4
740.0,2
745.0,4
750.0,5
755.0,4
760.0,5
765.0,0
770.0,5
775.0,0
780.0,5
785.0,0
790.0,5
795.0,1
800.0,5
805.0,1
810.0,5
815.0,1
820.0,5
825.0,1
830.0,5
835.0,1
840.0,6
845.0,1
850.0,6
855.0,5
860.0,6
865.0,5
870.0,4
875.0,5
880.0,4
885.0,2
890.0,4
895.0,2
900.0,3
905.0,2
910.0,3
915.0,1
920.0,3
925.0,1
930.0,6
935.0,1
940.0,6
945.0,5
950.0,6
955.0,5
960.0,0
965.0,5
970.0,0
975.0,5
980.0,0
985.0,5
990.0,1
995.0,5
1000.0,1
1005.0,1
1010.0,4
1015.0,1
1020.0,4
1025.0,1
1030.0,4
1035.0,1
1040.0,4
1045.0,1
1050.0,4
1055.0,2
1060.0,4
1065.0,2
1070.0,2
1075.0,0
1080.0,2
1085.0,0
1090.0,3
1095.0,0
1100.0,3
1105.0,3
1110.0,2
1115.0,3
1120.0,2
1125.0,6
1130.0,2
1135.0,6
1140.0,3
1145.0,6
1150.0,3
1155.0,5
1160.0,3
1165.0,5
1170.0,5
1175.0,4
1180.0,5
1185.0,4
1190.0,0
1195.0,4
1200.0,0
1205.0,2
1210.0,0
1215.0,2
1220.0,3
1225.0,2
1230.0,3
1235.0,3
1240.0,6
1245.0,3
1250.0,6
1255.0,6
1260.0,4
1265.0,6
1270.0,4
1275.0,1
1280.0,4
1285.0,1
1290.0,5
1295.0,1
1300.0,5
1305.0,4
1310.0,5
1315.0,4
1320.0,2
1325.0,4
1330.0,2
1335.0,1
1340.0,2
1345.0,1
1350.0,5
1355.0,1
1360.0,5
1365.0,0
1370.0,5
1375.0,0
1380.0,0
1385.0,4
1390.0,0
1395.0,4
1400.0,5
1405.0,4
1410.0,5
1415.0,5
1420.0,5
1425.0,4
1430.0,5
1435.0,4
1440.0,3
1445.0,4
1450.0,3
1455.0,1
1460.0,3
1465.0,1
1470.0,2
1475.0,1
1480.0,2
1485.0,5
1490.0,2
