Step,Action
100.0,1
105.0,2
110.0,1
115.0,2
120.0,2
125.0,1
130.0,2
135.0,1
140.0,0
145.0,1
150.0,0
155.0,1
160.0,0
165.0,1
170.0,0
175.0,1
180.0,0
185.0,1
190.0,0
195.0,1
200.0,2
205.0,1
210.0,2
215.0,0
220.0,2
225.0,0
230.0,1
235.0,0
240.0,1
245.0,0
250.0,1
255.0,0
260.0,1
265.0,0
270.0,1
275.0,2
280.0,1
285.0,2
290.0,1
295.0,2
300.0,1
305.0,0
310.0,1
315.0,0
320.0,0
325.0,0
330.0,0
335.0,2
340.0,0
345.0,2
350.0,0
355.0,2
360.0,0
365.0,1
370.0,0
375.0,1
380.0,2
385.0,1
390.0,2
395.0,1
400.0,2
405.0,1
410.0,1
415.0,0
420.0,1
425.0,0
430.0,1
435.0,0
440.0,1
445.0,1
450.0,1
455.0,0
460.0,1
465.0,0
470.0,0
475.0,0
480.0,0
485.0,1
490.0,0
495.0,1
500.0,0
505.0,1
510.0,0
515.0,1
520.0,0
525.0,1
530.0,2
535.0,1
540.0,2
545.0,0
550.0,2
555.0,0
560.0,1
565.0,0
570.0,1
575.0,0
580.0,1
585.0,0
590.0,1
595.0,0
600.0,1
605.0,0
610.0,1
615.0,0
620.0,2
625.0,0
630.0,2
635.0,1
640.0,2
645.0,1
650.0,1
655.0,0
660.0,1
665.0,0
670.0,1
675.0,0
680.0,1
685.0,2
690.0,1
695.0,2
700.0,0
705.0,2
710.0,0
715.0,1
720.0,0
725.0,1
730.0,2
735.0,1
740.0,2
745.0,2
750.0,2
755.0,0
760.0,2
765.0,0
770.0,1
775.0,0
780.0,1
785.0,0
790.0,1
795.0,0
800.0,1
805.0,0
810.0,1
815.0,0
820.0,1
825.0,0
830.0,0
835.0,0
840.0,0
845.0,1
850.0,0
855.0,1
860.0,2
865.0,1
870.0,2
875.0,0
880.0,2
885.0,0
890.0,0
895.0,0
900.0,2
905.0,0
910.0,2
915.0,1
920.0,2
925.0,1
930.0,2
935.0,1
940.0,2
945.0,2
950.0,0
955.0,2
960.0,0
965.0,1
970.0,0
975.0,1
980.0,2
985.0,1
990.0,2
995.0,0
1000.0,2
1005.0,0
1010.0,2
1015.0,0
1020.0,2
1025.0,0
1030.0,2
1035.0,0
1040.0,0
1045.0,0
1050.0,1
1055.0,0
1060.0,1
1065.0,0
1070.0,1
1075.0,0
1080.0,1
1085.0,0
1090.0,1
1095.0,0
1100.0,1
1105.0,0
1110.0,0
1115.0,2
1120.0,0
1125.0,2
1130.0,1
1135.0,2
1140.0,1
1145.0,2
1150.0,1
1155.0,2
1160.0,1
1165.0,2
1170.0,1
1175.0,0
1180.0,1
1185.0,0
1190.0,0
1195.0,2
1200.0,0
1205.0,2
1210.0,1
1215.0,2
1220.0,1
1225.0,1
1230.0,1
1235.0,2
1240.0,1
1245.0,2
1250.0,2
1255.0,1
1260.0,2
1265.0,1
1270.0,0
1275.0,1
1280.0,0
1285.0,1
1290.0,0
1295.0,1
1300.0,0
1305.0,1
1310.0,0
1315.0,0
1320.0,1
1325.0,0
1330.0,1
1335.0,0
1340.0,1
1345.0,0
1350.0,1
1355.0,0
1360.0,1
1365.0,1
1370.0,0
1375.0,1
1380.0,0
1385.0,1
1390.0,0
1395.0,1
1400.0,1
1405.0,1
1410.0,1
1415.0,0
1420.0,1
1425.0,0
1430.0,2
1435.0,0
1440.0,2
1445.0,1
1450.0,2
1455.0,1
1460.0,2
1465.0,1
1470.0,2
1475.0,1
1480.0,2
1485.0,1
1490.0,0
1495.0,1
1500.0,0
1505.0,1
1510.0,0
1515.0,1
1520.0,0
1525.0,1
1530.0,0
1535.0,1
1540.0,0
1545.0,1
1550.0,1
1555.0,0
1560.0,1
1565.0,0
1570.0,2
1575.0,0
1580.0,2
1585.0,1
1590.0,2
1595.0,1
1600.0,0
1605.0,1
1610.0,0
1615.0,0
1620.0,1
1625.0,0
1630.0,1
1635.0,2
1640.0,1
1645.0,2
1650.0,2
1655.0,0
1660.0,2
1665.0,0
1670.0,0
1675.0,0
1680.0,1
1685.0,0
1690.0,1
1695.0,2
