Step,Action
3445.0,0
3450.0,1
3455.0,1
3460.0,11
3465.0,1
3470.0,11
3475.0,9
3480.0,11
3485.0,9
3490.0,3
3495.0,9
3500.0,3
3505.0,8
3510.0,3
3515.0,8
3520.0,1
3525.0,8
3530.0,1
3535.0,3
3540.0,1
3545.0,3
3550.0,8
3555.0,3
3560.0,8
3565.0,6
3570.0,8
3575.0,6
3580.0,6
3585.0,9
3590.0,6
3595.0,9
