Step,Action
100.0,2
105.0,0
110.0,2
115.0,0
120.0,0
125.0,1
130.0,0
135.0,1
140.0,1
145.0,0
150.0,1
155.0,0
160.0,3
165.0,0
170.0,3
175.0,3
180.0,3
185.0,3
190.0,0
195.0,3
200.0,0
205.0,2
210.0,0
215.0,2
220.0,1
225.0,2
230.0,1
235.0,0
240.0,1
245.0,0
250.0,3
255.0,0
260.0,3
265.0,2
270.0,3
275.0,2
280.0,0
285.0,2
290.0,0
295.0,0
300.0,2
305.0,0
310.0,2
315.0,2
320.0,1
325.0,2
330.0,1
335.0,3
340.0,3
345.0,2
350.0,3
355.0,2
360.0,1
365.0,2
370.0,1
375.0,2
380.0,1
385.0,2
390.0,2
395.0,2
400.0,1
405.0,2
410.0,1
415.0,2
420.0,1
425.0,2
430.0,2
435.0,0
440.0,2
445.0,0
450.0,1
455.0,0
460.0,1
465.0,2
470.0,1
475.0,2
480.0,1
485.0,2
490.0,1
495.0,3
500.0,3
505.0,1
510.0,3
515.0,1
520.0,2
525.0,1
530.0,2
535.0,0
540.0,2
545.0,0
550.0,1
555.0,0
560.0,1
565.0,2
570.0,1
575.0,2
580.0,3
585.0,2
590.0,3
595.0,1
600.0,3
605.0,1
610.0,1
615.0,3
620.0,3
625.0,3
630.0,1
635.0,3
640.0,1
645.0,1
650.0,1
655.0,2
660.0,1
665.0,2
670.0,2
675.0,0
680.0,2
685.0,0
690.0,0
695.0,0
700.0,0
705.0,3
710.0,0
715.0,3
720.0,0
725.0,3
730.0,0
735.0,3
740.0,0
745.0,3
750.0,1
755.0,3
760.0,1
765.0,1
770.0,2
775.0,1
780.0,2
785.0,2
790.0,1
795.0,2
800.0,1
805.0,1
810.0,3
815.0,3
820.0,1
825.0,3
830.0,1
835.0,3
840.0,3
845.0,1
850.0,3
855.0,1
860.0,0
865.0,1
870.0,0
875.0,3
880.0,0
885.0,3
890.0,3
895.0,1
900.0,3
905.0,1
910.0,1
915.0,1
920.0,2
925.0,1
930.0,2
935.0,3
940.0,2
945.0,3
950.0,1
955.0,3
960.0,1
965.0,1
970.0,2
975.0,1
980.0,2
985.0,0
990.0,2
995.0,0
1000.0,1
1005.0,0
1010.0,1
1015.0,2
1020.0,1
1025.0,2
1030.0,1
1035.0,2
1040.0,1
1045.0,1
1050.0,3
1055.0,3
1060.0,1
1065.0,3
1070.0,1
1075.0,2
1080.0,1
1085.0,2
1090.0,2
1095.0,0
1100.0,2
1105.0,0
1110.0,2
1115.0,0
1120.0,2
1125.0,3
1130.0,2
1135.0,3
1140.0,3
1145.0,2
1150.0,3
1155.0,2
1160.0,0
1165.0,2
1170.0,0
1175.0,3
1180.0,0
1185.0,3
1190.0,1
1195.0,3
1200.0,1
1205.0,1
1210.0,3
1215.0,3
1220.0,0
1225.0,3
1230.0,0
1235.0,0
1240.0,0
1245.0,1
1250.0,0
1255.0,1
1260.0,0
1265.0,1
1270.0,0
1275.0,0
1280.0,1
1285.0,0
1290.0,1
1295.0,1
1300.0,0
1305.0,1
1310.0,0
1315.0,3
1320.0,0
1325.0,3
1330.0,1
1335.0,3
1340.0,1
1345.0,3
1350.0,3
1355.0,2
1360.0,3
1365.0,2
1370.0,0
1375.0,2
1380.0,0
1385.0,1
1390.0,0
1395.0,1
1400.0,1
1405.0,3
1410.0,3
1415.0,3
1420.0,0
1425.0,3
1430.0,0
1435.0,3
1440.0,0
1445.0,3
1450.0,0
1455.0,3
1460.0,0
1465.0,1
1470.0,0
1475.0,1
1480.0,0
1485.0,1
1490.0,0
1495.0,3
1500.0,0
1505.0,3
1510.0,1
1515.0,3
1520.0,1
1525.0,2
1530.0,1
1535.0,2
1540.0,1
1545.0,2
1550.0,1
1555.0,3
1560.0,3
1565.0,1
1570.0,3
1575.0,1
1580.0,3
1585.0,3
1590.0,0
1595.0,3
1600.0,0
1605.0,1
1610.0,0
1615.0,1
1620.0,0
1625.0,1
1630.0,0
1635.0,0
1640.0,0
1645.0,0
1650.0,2
1655.0,0
1660.0,2
1665.0,0
1670.0,2
1675.0,0
1680.0,2
1685.0,0
1690.0,2
1695.0,0
1700.0,2
1705.0,0
1710.0,2
1715.0,0
1720.0,2
1725.0,2
1730.0,0
1735.0,2
1740.0,0
1745.0,2
1750.0,0
1755.0,2
1760.0,0
1765.0,2
1770.0,0
1775.0,1
1780.0,0
1785.0,1
1790.0,0
1795.0,1
1800.0,0
1805.0,3
1810.0,0
1815.0,3
1820.0,3
1825.0,3
1830.0,0
1835.0,3
1840.0,0
1845.0,3
1850.0,0
1855.0,3
1860.0,0
1865.0,3
1870.0,0
1875.0,0
1880.0,0
1885.0,2
1890.0,0
1895.0,2
1900.0,0
1905.0,2
1910.0,0
1915.0,3
1920.0,0
1925.0,3
1930.0,3
1935.0,0
1940.0,3
1945.0,0
1950.0,3
1955.0,0
1960.0,3
1965.0,0
1970.0,3
1975.0,0
1980.0,0
1985.0,1
1990.0,0
1995.0,1
2000.0,3
2005.0,3
2010.0,0
2015.0,3
2020.0,0
2025.0,1
2030.0,0
2035.0,1
2040.0,2
2045.0,1
2050.0,2
2055.0,1
2060.0,2
2065.0,1
2070.0,0
2075.0,1
2080.0,0
2085.0,1
2090.0,0
2095.0,1
2100.0,3
2105.0,3
2110.0,1
2115.0,3
2120.0,1
2125.0,2
2130.0,1
2135.0,2
2140.0,1
2145.0,2
2150.0,1
2155.0,2
2160.0,1
2165.0,2
2170.0,1
2175.0,2
2180.0,1
2185.0,2
2190.0,1
2195.0,2
2200.0,2
2205.0,3
2210.0,2
2215.0,3
2220.0,2
2225.0,3
2230.0,2
2235.0,3
2240.0,2
2245.0,3
2250.0,3
2255.0,0
2260.0,3
2265.0,0
2270.0,3
2275.0,0
2280.0,3
2285.0,3
2290.0,0
2295.0,3
2300.0,0
2305.0,2
2310.0,0
2315.0,2
2320.0,1
2325.0,2
2330.0,1
2335.0,1
2340.0,2
2345.0,1
2350.0,2
2355.0,1
2360.0,2
2365.0,1
2370.0,3
2375.0,3
2380.0,0
2385.0,3
2390.0,0
2395.0,1
2400.0,0
2405.0,1
2410.0,0
2415.0,1
2420.0,0
2425.0,0
2430.0,0
2435.0,1
2440.0,0
2445.0,1
2450.0,0
2455.0,1
2460.0,0
2465.0,2
2470.0,0
2475.0,2
2480.0,3
2485.0,2
2490.0,3
2495.0,3
2500.0,2
2505.0,3
2510.0,2
2515.0,1
2520.0,2
2525.0,1
2530.0,0
2535.0,1
2540.0,0
2545.0,1
2550.0,0
2555.0,1
2560.0,3
2565.0,3
2570.0,1
2575.0,3
2580.0,1
2585.0,2
2590.0,1
2595.0,2
2600.0,1
2605.0,2
2610.0,1
2615.0,1
2620.0,3
2625.0,3
2630.0,3
2635.0,2
2640.0,3
2645.0,2
2650.0,0
2655.0,2
2660.0,0
2665.0,2
2670.0,0
2675.0,2
2680.0,2
2685.0,1
2690.0,2
2695.0,1
2700.0,3
2705.0,3
2710.0,3
2715.0,0
2720.0,3
2725.0,0
2730.0,3
2735.0,0
2740.0,3
2745.0,3
2750.0,2
2755.0,3
2760.0,2
2765.0,0
2770.0,2
2775.0,0
2780.0,2
2785.0,0
2790.0,2
2795.0,2
2800.0,1
2805.0,2
2810.0,1
2815.0,0
2820.0,1
2825.0,0
2830.0,0
2835.0,3
2840.0,0
2845.0,3
2850.0,2
2855.0,3
2860.0,2
2865.0,3
2870.0,2
2875.0,3
2880.0,3
2885.0,1
2890.0,3
2895.0,1
2900.0,1
2905.0,3
2910.0,3
2915.0,2
2920.0,3
2925.0,2
2930.0,3
2935.0,2
2940.0,3
2945.0,1
2950.0,3
2955.0,1
2960.0,0
2965.0,1
2970.0,0
2975.0,2
2980.0,0
2985.0,2
2990.0,1
2995.0,2
3000.0,1
3005.0,0
3010.0,1
3015.0,0
3020.0,1
3025.0,0
3030.0,1
3035.0,1
3040.0,0
3045.0,1
3050.0,0
3055.0,1
3060.0,0
3065.0,1
3070.0,3
3075.0,3
3080.0,2
3085.0,3
3090.0,2
3095.0,2
3100.0,0
3105.0,2
3110.0,0
3115.0,2
3120.0,0
3125.0,2
3130.0,1
3135.0,2
3140.0,1
3145.0,1
3150.0,0
3155.0,1
3160.0,0
3165.0,1
3170.0,0
3175.0,1
3180.0,1
3185.0,1
3190.0,0
3195.0,1
3200.0,0
3205.0,0
3210.0,1
3215.0,0
3220.0,1
3225.0,3
3230.0,3
3235.0,3
3240.0,1
3245.0,3
3250.0,1
3255.0,3
3260.0,3
3265.0,3
3270.0,3
3275.0,1
3280.0,3
3285.0,1
3290.0,0
3295.0,1
3300.0,0
3305.0,1
3310.0,0
3315.0,1
3320.0,3
3325.0,3
3330.0,2
3335.0,3
3340.0,2
3345.0,2
3350.0,0
3355.0,2
3360.0,0
3365.0,2
3370.0,0
3375.0,2
3380.0,1
3385.0,2
3390.0,1
3395.0,0
3400.0,1
3405.0,0
3410.0,2
3415.0,0
3420.0,2
3425.0,0
3430.0,2
3435.0,0
3440.0,2
3445.0,0
3450.0,2
3455.0,1
3460.0,2
3465.0,1
3470.0,0
3475.0,1
3480.0,0
3485.0,1
3490.0,0
3495.0,1
3500.0,3
3505.0,3
3510.0,0
3515.0,3
3520.0,0
3525.0,3
3530.0,0
3535.0,3
3540.0,1
3545.0,3
3550.0,1
3555.0,0
3560.0,1
3565.0,0
3570.0,3
3575.0,0
3580.0,3
3585.0,3
3590.0,3
3595.0,2
