Step,Action
100.0,2
105.0,3
110.0,2
115.0,0
120.0,0
125.0,3
130.0,0
135.0,3
140.0,3
145.0,2
150.0,3
155.0,2
160.0,0
165.0,0
170.0,2
175.0,0
180.0,2
185.0,0
190.0,0
195.0,1
200.0,0
205.0,1
210.0,3
215.0,1
220.0,3
225.0,2
230.0,3
235.0,2
240.0,0
245.0,0
250.0,2
255.0,0
260.0,2
265.0,3
270.0,2
275.0,3
280.0,2
285.0,3
290.0,2
295.0,0
300.0,0
305.0,2
310.0,0
315.0,2
320.0,3
325.0,2
330.0,3
335.0,0
340.0,3
345.0,0
350.0,1
355.0,0
360.0,1
365.0,1
370.0,2
375.0,1
380.0,2
385.0,0
390.0,0
395.0,0
400.0,0
405.0,3
410.0,0
415.0,3
420.0,3
425.0,3
430.0,2
435.0,3
440.0,2
445.0,2
450.0,0
455.0,0
460.0,0
465.0,1
470.0,0
475.0,1
480.0,1
485.0,3
490.0,1
495.0,3
500.0,0
505.0,3
510.0,0
515.0,0
520.0,0
525.0,0
530.0,1
535.0,0
540.0,1
545.0,2
550.0,1
555.0,2
560.0,1
565.0,1
570.0,3
575.0,1
580.0,3
585.0,3
590.0,2
595.0,3
600.0,2
605.0,0
610.0,0
615.0,3
620.0,0
625.0,3
630.0,1
635.0,3
640.0,1
645.0,0
650.0,0
655.0,2
660.0,0
665.0,2
670.0,0
675.0,0
680.0,3
685.0,0
690.0,3
695.0,0
700.0,3
705.0,0
710.0,0
715.0,0
720.0,2
725.0,0
730.0,2
735.0,2
740.0,0
745.0,0
750.0,0
755.0,3
760.0,0
765.0,3
770.0,2
775.0,3
780.0,2
785.0,0
790.0,0
795.0,0
800.0,2
805.0,0
810.0,2
815.0,0
820.0,0
825.0,0
830.0,1
835.0,0
840.0,1
845.0,1
850.0,3
855.0,1
860.0,3
865.0,1
870.0,3
875.0,1
880.0,3
885.0,1
890.0,3
895.0,2
900.0,3
905.0,2
910.0,3
915.0,2
920.0,3
925.0,0
930.0,3
935.0,0
940.0,0
945.0,1
950.0,0
955.0,1
960.0,0
965.0,0
970.0,0
975.0,3
980.0,0
985.0,3
990.0,0
995.0,3
1000.0,0
1005.0,2
1010.0,0
1015.0,2
1020.0,3
1025.0,2
1030.0,3
1035.0,2
1040.0,3
1045.0,2
1050.0,1
1055.0,1
1060.0,0
1065.0,0
1070.0,2
1075.0,0
1080.0,2
1085.0,2
1090.0,2
1095.0,2
1100.0,0
1105.0,0
1110.0,3
1115.0,0
1120.0,3
1125.0,2
1130.0,3
1135.0,2
1140.0,1
1145.0,1
1150.0,2
1155.0,1
1160.0,2
1165.0,3
1170.0,2
1175.0,3
1180.0,2
1185.0,3
1190.0,2
1195.0,2
1200.0,1
1205.0,1
1210.0,1
1215.0,2
1220.0,1
1225.0,2
1230.0,2
1235.0,2
1240.0,3
1245.0,2
1250.0,3
1255.0,1
1260.0,3
1265.0,1
1270.0,3
1275.0,1
1280.0,3
1285.0,3
1290.0,3
1295.0,1
1300.0,3
1305.0,1
1310.0,2
1315.0,1
1320.0,2
1325.0,0
1330.0,0
1335.0,3
1340.0,0
1345.0,3
1350.0,2
1355.0,3
1360.0,2
1365.0,2
1370.0,3
1375.0,2
1380.0,3
1385.0,2
1390.0,3
1395.0,2
1400.0,3
1405.0,2
1410.0,3
1415.0,2
1420.0,3
1425.0,2
1430.0,0
1435.0,0
1440.0,0
1445.0,1
1450.0,0
1455.0,1
1460.0,1
1465.0,1
1470.0,3
1475.0,1
1480.0,3
1485.0,3
1490.0,2
1495.0,3
1500.0,2
1505.0,0
1510.0,0
1515.0,0
1520.0,3
1525.0,0
1530.0,3
1535.0,2
1540.0,3
1545.0,2
1550.0,2
1555.0,3
1560.0,2
1565.0,3
1570.0,3
1575.0,3
1580.0,3
1585.0,0
1590.0,3
1595.0,0
1600.0,2
1605.0,0
1610.0,2
1615.0,0
1620.0,0
1625.0,0
1630.0,3
1635.0,0
1640.0,3
1645.0,0
1650.0,3
1655.0,0
1660.0,0
1665.0,3
1670.0,0
1675.0,3
1680.0,0
1685.0,3
1690.0,0
1695.0,2
1700.0,0
1705.0,2
1710.0,3
1715.0,2
1720.0,3
1725.0,3
1730.0,2
1735.0,3
1740.0,2
1745.0,2
1750.0,2
1755.0,1
1760.0,1
1765.0,0
1770.0,0
1775.0,2
1780.0,0
1785.0,2
1790.0,0
1795.0,0
1800.0,3
1805.0,0
1810.0,3
1815.0,2
1820.0,3
1825.0,2
1830.0,2
1835.0,3
1840.0,2
1845.0,3
1850.0,3
1855.0,3
1860.0,3
1865.0,0
1870.0,3
1875.0,0
1880.0,0
1885.0,1
1890.0,0
1895.0,1
1900.0,2
1905.0,1
1910.0,2
1915.0,0
1920.0,0
1925.0,3
1930.0,0
1935.0,3
1940.0,2
1945.0,3
1950.0,2
1955.0,2
1960.0,3
1965.0,2
1970.0,3
1975.0,3
1980.0,3
1985.0,1
1990.0,3
1995.0,1
2000.0,2
2005.0,1
2010.0,2
2015.0,2
2020.0,0
2025.0,0
2030.0,3
2035.0,0
2040.0,3
2045.0,3
2050.0,1
2055.0,3
2060.0,1
2065.0,0
2070.0,0
2075.0,0
2080.0,1
2085.0,0
2090.0,1
2095.0,1
2100.0,2
2105.0,1
2110.0,2
2115.0,3
2120.0,2
2125.0,3
2130.0,0
2135.0,3
2140.0,0
2145.0,0
2150.0,2
2155.0,0
2160.0,2
2165.0,2
2170.0,3
2175.0,2
2180.0,3
2185.0,3
2190.0,0
2195.0,3
2200.0,0
2205.0,0
2210.0,1
2215.0,0
2220.0,1
2225.0,3
2230.0,1
2235.0,3
2240.0,2
2245.0,3
2250.0,2
2255.0,2
2260.0,3
2265.0,2
2270.0,3
2275.0,3
2280.0,1
2285.0,3
2290.0,1
2295.0,2
2300.0,1
2305.0,2
2310.0,3
2315.0,2
2320.0,3
2325.0,1
2330.0,3
2335.0,1
2340.0,3
2345.0,1
2350.0,3
2355.0,0
2360.0,3
2365.0,0
2370.0,0
2375.0,3
2380.0,0
2385.0,3
2390.0,2
2395.0,3
2400.0,2
2405.0,1
2410.0,1
2415.0,1
2420.0,2
2425.0,1
2430.0,2
2435.0,2
2440.0,3
2445.0,2
2450.0,3
2455.0,1
2460.0,3
2465.0,1
2470.0,1
2475.0,1
2480.0,1
2485.0,1
2490.0,2
2495.0,1
2500.0,2
2505.0,0
2510.0,0
2515.0,2
2520.0,0
2525.0,2
2530.0,1
2535.0,1
2540.0,1
2545.0,1
2550.0,2
2555.0,1
2560.0,2
2565.0,2
2570.0,3
2575.0,2
2580.0,3
2585.0,1
2590.0,3
2595.0,1
2600.0,2
2605.0,1
2610.0,2
2615.0,1
2620.0,1
2625.0,2
2630.0,1
2635.0,2
2640.0,3
2645.0,2
2650.0,3
2655.0,3
2660.0,2
2665.0,3
2670.0,2
2675.0,0
2680.0,0
2685.0,3
2690.0,0
2695.0,3
2700.0,0
2705.0,3
2710.0,0
2715.0,0
2720.0,1
2725.0,0
2730.0,1
2735.0,1
2740.0,3
2745.0,1
2750.0,3
2755.0,2
2760.0,3
2765.0,2
2770.0,0
2775.0,0
2780.0,3
2785.0,0
2790.0,3
2795.0,3
2800.0,1
2805.0,3
2810.0,1
2815.0,3
2820.0,1
2825.0,3
2830.0,1
2835.0,3
2840.0,1
2845.0,3
2850.0,1
2855.0,3
2860.0,2
2865.0,3
2870.0,2
2875.0,0
2880.0,0
2885.0,1
2890.0,0
2895.0,1
2900.0,2
2905.0,1
2910.0,2
2915.0,1
2920.0,1
2925.0,1
2930.0,1
2935.0,1
2940.0,0
2945.0,0
2950.0,3
2955.0,0
2960.0,3
2965.0,1
2970.0,3
2975.0,1
2980.0,0
2985.0,0
2990.0,2
2995.0,0
3000.0,2
3005.0,2
3010.0,1
3015.0,1
3020.0,1
3025.0,3
3030.0,1
3035.0,3
3040.0,2
3045.0,3
3050.0,2
3055.0,1
3060.0,1
3065.0,1
3070.0,1
3075.0,0
3080.0,0
3085.0,2
3090.0,0
3095.0,2
3100.0,1
3105.0,1
3110.0,0
3115.0,0
3120.0,3
3125.0,0
3130.0,3
3135.0,1
3140.0,3
3145.0,1
3150.0,0
3155.0,0
3160.0,1
3165.0,0
3170.0,1
3175.0,2
3180.0,1
3185.0,2
3190.0,0
3195.0,0
3200.0,0
3205.0,0
3210.0,1
3215.0,0
3220.0,1
3225.0,0
3230.0,0
3235.0,3
3240.0,0
3245.0,3
3250.0,1
3255.0,3
3260.0,1
3265.0,3
3270.0,1
3275.0,3
3280.0,1
3285.0,3
3290.0,1
3295.0,3
3300.0,1
3305.0,3
3310.0,0
3315.0,3
3320.0,0
3325.0,1
3330.0,0
3335.0,1
3340.0,0
3345.0,0
3350.0,2
3355.0,0
3360.0,2
3365.0,3
3370.0,2
3375.0,3
3380.0,0
3385.0,3
3390.0,0
3395.0,1
3400.0,0
3405.0,1
3410.0,1
3415.0,2
3420.0,1
3425.0,2
3430.0,3
3435.0,2
3440.0,3
3445.0,1
3450.0,3
3455.0,1
3460.0,1
3465.0,3
3470.0,1
3475.0,3
3480.0,1
3485.0,3
3490.0,1
3495.0,2
3500.0,1
3505.0,2
3510.0,2
3515.0,1
3520.0,1
3525.0,1
3530.0,2
3535.0,1
3540.0,2
3545.0,2
3550.0,3
3555.0,2
3560.0,3
3565.0,3
3570.0,3
3575.0,1
3580.0,3
3585.0,1
3590.0,2
3595.0,1
