Step,Action
100.0,6
105.0,7
110.0,6
115.0,5
120.0,6
125.0,5
130.0,3
135.0,5
140.0,3
145.0,3
150.0,2
155.0,3
160.0,2
165.0,3
170.0,2
175.0,3
180.0,2
185.0,3
190.0,2
195.0,6
200.0,2
205.0,6
210.0,7
215.0,6
220.0,7
225.0,7
230.0,7
235.0,5
240.0,7
245.0,5
250.0,1
255.0,5
260.0,1
265.0,7
270.0,1
275.0,7
280.0,5
285.0,7
290.0,5
295.0,6
300.0,5
305.0,6
310.0,0
315.0,6
320.0,0
325.0,7
330.0,0
335.0,7
340.0,5
345.0,7
350.0,5
355.0,6
360.0,5
365.0,6
370.0,1
375.0,6
380.0,1
385.0,5
390.0,1
395.0,5
400.0,7
405.0,5
410.0,7
415.0,3
420.0,7
425.0,3
430.0,5
435.0,3
440.0,5
445.0,2
450.0,5
455.0,2
460.0,7
465.0,2
470.0,7
475.0,3
480.0,7
485.0,3
490.0,2
495.0,3
500.0,2
505.0,2
510.0,1
515.0,2
520.0,1
525.0,3
530.0,1
535.0,3
540.0,6
545.0,3
550.0,6
555.0,6
560.0,0
565.0,6
570.0,0
575.0,1
580.0,0
585.0,1
590.0,4
595.0,1
600.0,4
605.0,5
610.0,4
615.0,5
620.0,1
625.0,5
630.0,1
635.0,2
640.0,1
645.0,2
650.0,7
655.0,2
660.0,7
665.0,0
670.0,7
675.0,0
680.0,0
685.0,2
690.0,0
695.0,2
700.0,7
705.0,2
710.0,7
715.0,4
720.0,7
725.0,4
730.0,0
735.0,4
740.0,0
745.0,4
750.0,0
755.0,4
760.0,5
765.0,4
770.0,5
775.0,4
780.0,5
785.0,4
790.0,1
795.0,4
800.0,1
805.0,5
810.0,1
815.0,5
820.0,4
825.0,5
830.0,4
835.0,6
840.0,4
845.0,6
850.0,2
855.0,6
860.0,2
865.0,0
870.0,2
875.0,0
880.0,6
885.0,0
890.0,6
895.0,6
900.0,1
905.0,6
910.0,1
915.0,6
920.0,1
925.0,6
930.0,2
935.0,6
940.0,2
945.0,2
950.0,4
955.0,2
960.0,4
965.0,2
970.0,4
975.0,2
980.0,3
985.0,2
990.0,3
995.0,2
1000.0,3
1005.0,2
1010.0,7
1015.0,2
1020.0,7
1025.0,1
1030.0,7
1035.0,1
1040.0,1
1045.0,1
1050.0,1
1055.0,5
1060.0,1
1065.0,5
1070.0,0
1075.0,5
1080.0,0
1085.0,1
1090.0,0
1095.0,1
1100.0,4
1105.0,1
1110.0,4
1115.0,6
1120.0,4
1125.0,6
1130.0,5
1135.0,6
1140.0,5
1145.0,1
1150.0,5
1155.0,1
1160.0,1
1165.0,7
1170.0,1
1175.0,7
1180.0,7
1185.0,2
1190.0,7
1195.0,2
1200.0,5
1205.0,2
1210.0,5
1215.0,7
1220.0,5
1225.0,7
1230.0,1
1235.0,7
1240.0,1
1245.0,2
1250.0,1
1255.0,2
1260.0,4
1265.0,2
1270.0,4
1275.0,2
1280.0,4
1285.0,2
1290.0,2
1295.0,2
1300.0,6
1305.0,2
1310.0,6
1315.0,2
1320.0,6
1325.0,2
1330.0,5
1335.0,2
1340.0,5
1345.0,2
1350.0,5
1355.0,2
1360.0,4
1365.0,2
1370.0,4
1375.0,2
1380.0,4
1385.0,2
1390.0,6
1395.0,2
1400.0,6
1405.0,3
1410.0,6
1415.0,3
1420.0,1
1425.0,3
1430.0,1
1435.0,3
1440.0,1
1445.0,3
1450.0,6
1455.0,3
1460.0,6
1465.0,1
1470.0,6
1475.0,1
1480.0,0
1485.0,1
1490.0,0
1495.0,0
1500.0,2
1505.0,0
1510.0,2
1515.0,2
1520.0,6
1525.0,2
1530.0,6
1535.0,0
1540.0,6
1545.0,0
1550.0,6
1555.0,0
1560.0,6
1565.0,3
1570.0,6
1575.0,3
1580.0,5
1585.0,3
1590.0,5
1595.0,2
1600.0,5
1605.0,2
1610.0,4
1615.0,2
1620.0,4
1625.0,2
1630.0,4
1635.0,2
1640.0,5
1645.0,2
1650.0,5
1655.0,1
1660.0,5
1665.0,1
1670.0,1
1675.0,3
1680.0,1
1685.0,3
1690.0,4
1695.0,3
1700.0,4
1705.0,7
1710.0,4
1715.0,7
1720.0,4
1725.0,7
1730.0,4
1735.0,1
1740.0,4
1745.0,1
1750.0,3
1755.0,1
1760.0,3
1765.0,7
1770.0,3
1775.0,7
1780.0,5
1785.0,7
1790.0,5
1795.0,4
1800.0,5
1805.0,4
1810.0,7
1815.0,4
1820.0,7
1825.0,5
1830.0,7
1835.0,5
1840.0,2
1845.0,5
1850.0,2
1855.0,6
1860.0,2
1865.0,6
1870.0,5
1875.0,6
1880.0,5
1885.0,3
1890.0,5
1895.0,3
1900.0,1
1905.0,3
1910.0,1
1915.0,5
1920.0,1
1925.0,5
1930.0,0
1935.0,5
1940.0,0
1945.0,0
1950.0,2
1955.0,0
1960.0,2
1965.0,1
1970.0,2
1975.0,1
1980.0,4
1985.0,1
1990.0,4
1995.0,4
2000.0,1
2005.0,4
2010.0,1
2015.0,7
2020.0,1
2025.0,7
2030.0,6
2035.0,7
2040.0,6
2045.0,6
2050.0,0
2055.0,6
2060.0,0
2065.0,1
2070.0,0
2075.0,1
2080.0,3
2085.0,1
2090.0,3
2095.0,3
2100.0,7
2105.0,3
2110.0,7
2115.0,2
2120.0,7
2125.0,2
2130.0,6
2135.0,2
2140.0,6
2145.0,0
2150.0,6
2155.0,0
2160.0,4
2165.0,0
2170.0,4
2175.0,2
2180.0,4
2185.0,2
2190.0,2
2195.0,6
2200.0,2
2205.0,6
2210.0,7
2215.0,6
2220.0,7
2225.0,3
2230.0,7
2235.0,3
2240.0,5
2245.0,3
2250.0,5
2255.0,4
2260.0,5
2265.0,4
2270.0,7
2275.0,4
2280.0,7
2285.0,5
2290.0,7
2295.0,5
2300.0,6
2305.0,5
2310.0,6
2315.0,0
2320.0,6
2325.0,0
2330.0,2
2335.0,0
2340.0,2
2345.0,2
2350.0,0
2355.0,2
2360.0,0
2365.0,0
2370.0,2
2375.0,0
2380.0,2
2385.0,7
2390.0,2
2395.0,7
2400.0,2
2405.0,7
2410.0,2
2415.0,3
2420.0,2
2425.0,3
2430.0,6
2435.0,3
2440.0,6
2445.0,2
2450.0,6
2455.0,2
2460.0,6
2465.0,2
2470.0,6
2475.0,7
2480.0,6
2485.0,7
2490.0,7
2495.0,6
2500.0,7
2505.0,6
2510.0,7
2515.0,6
2520.0,7
2525.0,4
2530.0,7
2535.0,4
2540.0,2
2545.0,4
2550.0,2
2555.0,5
2560.0,2
2565.0,5
2570.0,5
2575.0,2
2580.0,5
2585.0,2
2590.0,2
2595.0,5
2600.0,2
2605.0,5
2610.0,5
2615.0,6
2620.0,5
2625.0,6
2630.0,2
2635.0,6
2640.0,2
2645.0,2
2650.0,5
2655.0,2
2660.0,5
2665.0,1
2670.0,5
2675.0,1
2680.0,1
2685.0,0
2690.0,1
2695.0,0
2700.0,2
2705.0,0
2710.0,2
2715.0,2
2720.0,6
2725.0,2
2730.0,6
2735.0,6
2740.0,2
2745.0,6
2750.0,2
2755.0,3
2760.0,2
2765.0,3
2770.0,5
2775.0,3
2780.0,5
2785.0,2
2790.0,5
2795.0,2
2800.0,7
2805.0,2
2810.0,7
2815.0,7
2820.0,0
2825.0,7
2830.0,0
2835.0,6
2840.0,0
2845.0,6
2850.0,7
2855.0,6
2860.0,7
2865.0,2
2870.0,7
2875.0,2
2880.0,1
2885.0,2
2890.0,1
2895.0,7
2900.0,1
2905.0,7
2910.0,6
2915.0,7
2920.0,6
2925.0,3
2930.0,6
2935.0,3
2940.0,3
2945.0,6
2950.0,3
2955.0,6
2960.0,5
2965.0,6
2970.0,5
2975.0,7
2980.0,5
2985.0,7
2990.0,0
2995.0,7
3000.0,0
3005.0,0
3010.0,2
3015.0,0
3020.0,2
3025.0,7
3030.0,2
3035.0,7
3040.0,1
3045.0,7
3050.0,1
3055.0,5
3060.0,1
3065.0,5
3070.0,2
3075.0,5
3080.0,2
3085.0,0
3090.0,2
3095.0,0
3100.0,7
3105.0,0
3110.0,7
3115.0,3
3120.0,7
3125.0,3
3130.0,3
3135.0,5
3140.0,3
3145.0,5
3150.0,2
3155.0,5
3160.0,2
3165.0,5
3170.0,2
3175.0,5
3180.0,0
3185.0,5
3190.0,0
3195.0,2
3200.0,0
3205.0,2
3210.0,1
3215.0,2
3220.0,1
3225.0,4
3230.0,1
3235.0,4
3240.0,3
3245.0,4
3250.0,3
3255.0,6
3260.0,3
3265.0,6
3270.0,1
3275.0,6
3280.0,1
3285.0,0
3290.0,1
3295.0,0
3300.0,0
3305.0,2
3310.0,0
3315.0,2
3320.0,3
3325.0,2
3330.0,3
3335.0,2
3340.0,3
3345.0,2
3350.0,2
3355.0,6
3360.0,2
3365.0,6
3370.0,5
3375.0,6
3380.0,5
3385.0,3
3390.0,5
3395.0,3
3400.0,0
3405.0,3
3410.0,0
3415.0,2
3420.0,0
3425.0,2
3430.0,2
3435.0,7
3440.0,2
3445.0,7
3450.0,3
3455.0,7
3460.0,3
3465.0,1
3470.0,3
3475.0,1
3480.0,4
3485.0,1
3490.0,4
3495.0,7
3500.0,4
3505.0,7
3510.0,3
3515.0,7
3520.0,3
3525.0,0
3530.0,3
3535.0,0
3540.0,2
3545.0,0
3550.0,2
3555.0,0
3560.0,2
3565.0,0
3570.0,4
3575.0,0
3580.0,4
3585.0,4
3590.0,7
3595.0,4
