Step,Action
100.0,0
105.0,0
110.0,3
115.0,0
120.0,3
125.0,3
130.0,4
135.0,3
140.0,4
145.0,1
150.0,4
155.0,1
160.0,2
165.0,1
170.0,2
175.0,1
180.0,2
185.0,1
190.0,1
195.0,3
200.0,1
205.0,3
210.0,4
215.0,3
220.0,4
225.0,6
230.0,4
235.0,6
240.0,6
245.0,2
250.0,6
255.0,2
260.0,2
265.0,1
270.0,2
275.0,1
280.0,1
285.0,2
290.0,1
295.0,2
300.0,1
305.0,2
310.0,1
315.0,2
320.0,1
325.0,2
330.0,0
335.0,2
340.0,0
345.0,2
350.0,0
355.0,2
360.0,1
365.0,2
370.0,1
375.0,4
380.0,1
385.0,4
390.0,2
395.0,4
400.0,2
405.0,4
410.0,2
415.0,4
420.0,3
425.0,4
430.0,3
435.0,6
440.0,3
445.0,6
450.0,3
455.0,6
460.0,3
465.0,2
470.0,3
475.0,2
480.0,4
485.0,2
490.0,4
495.0,4
500.0,3
505.0,4
510.0,3
515.0,3
520.0,2
525.0,3
530.0,2
535.0,0
540.0,2
545.0,0
550.0,2
555.0,0
560.0,2
565.0,3
570.0,2
575.0,3
580.0,0
585.0,3
590.0,0
595.0,6
600.0,0
605.0,6
610.0,4
615.0,6
620.0,4
625.0,0
630.0,4
635.0,0
640.0,3
645.0,0
650.0,3
655.0,1
660.0,3
665.0,1
670.0,1
675.0,0
680.0,1
685.0,0
690.0,0
695.0,1
700.0,0
705.0,1
710.0,6
715.0,1
720.0,6
725.0,1
730.0,6
735.0,1
740.0,2
745.0,1
750.0,2
755.0,5
760.0,2
765.0,5
770.0,2
775.0,5
780.0,2
785.0,3
790.0,2
795.0,3
800.0,2
805.0,3
810.0,2
815.0,3
820.0,2
825.0,3
830.0,3
835.0,3
840.0,4
845.0,3
850.0,4
855.0,4
860.0,0
865.0,4
870.0,0
875.0,6
880.0,0
885.0,6
890.0,1
895.0,6
900.0,1
905.0,6
910.0,1
915.0,6
920.0,0
925.0,6
930.0,0
935.0,1
940.0,0
945.0,1
950.0,4
955.0,1
960.0,4
965.0,6
970.0,4
975.0,6
980.0,5
985.0,6
990.0,5
995.0,1
1000.0,5
1005.0,1
1010.0,0
1015.0,1
1020.0,0
1025.0,5
1030.0,0
1035.0,5
1040.0,1
1045.0,5
1050.0,1
1055.0,1
1060.0,1
1065.0,1
1070.0,4
1075.0,1
1080.0,4
1085.0,1
1090.0,4
1095.0,1
1100.0,2
1105.0,1
1110.0,2
1115.0,0
1120.0,2
1125.0,0
1130.0,1
1135.0,0
1140.0,1
1145.0,4
1150.0,1
1155.0,4
1160.0,1
1165.0,4
1170.0,1
1175.0,5
1180.0,1
1185.0,5
1190.0,5
1195.0,3
1200.0,5
1205.0,3
1210.0,5
1215.0,3
1220.0,5
1225.0,1
1230.0,5
1235.0,1
1240.0,1
1245.0,5
1250.0,1
1255.0,5
1260.0,0
1265.0,5
1270.0,0
1275.0,1
1280.0,0
1285.0,1
1290.0,5
1295.0,1
1300.0,5
1305.0,3
1310.0,5
1315.0,3
1320.0,3
1325.0,3
1330.0,1
1335.0,3
1340.0,1
1345.0,2
1350.0,1
1355.0,2
1360.0,5
1365.0,2
1370.0,5
1375.0,0
1380.0,5
1385.0,0
1390.0,3
1395.0,0
1400.0,3
1405.0,1
1410.0,3
1415.0,1
1420.0,2
1425.0,1
1430.0,2
1435.0,0
1440.0,2
1445.0,0
1450.0,3
1455.0,0
1460.0,3
1465.0,1
1470.0,3
1475.0,1
1480.0,4
1485.0,1
1490.0,4
1495.0,4
1500.0,6
1505.0,4
1510.0,6
1515.0,2
1520.0,6
1525.0,2
1530.0,2
1535.0,3
1540.0,2
1545.0,3
1550.0,5
1555.0,3
1560.0,5
1565.0,5
1570.0,3
1575.0,5
1580.0,3
1585.0,6
1590.0,3
1595.0,6
1600.0,3
1605.0,6
1610.0,3
1615.0,4
1620.0,3
1625.0,4
1630.0,0
1635.0,4
1640.0,0
1645.0,6
1650.0,0
1655.0,6
1660.0,5
1665.0,6
1670.0,5
1675.0,3
1680.0,5
1685.0,3
1690.0,0
1695.0,3
1700.0,0
1705.0,3
1710.0,0
1715.0,3
1720.0,0
1725.0,3
1730.0,0
1735.0,2
1740.0,0
1745.0,2
1750.0,4
1755.0,2
1760.0,4
1765.0,4
1770.0,0
1775.0,4
1780.0,0
1785.0,3
1790.0,0
1795.0,3
1800.0,5
1805.0,3
1810.0,5
1815.0,6
1820.0,5
1825.0,6
1830.0,6
1835.0,4
1840.0,6
1845.0,4
1850.0,4
1855.0,1
1860.0,4
1865.0,1
1870.0,5
1875.0,1
1880.0,5
1885.0,3
1890.0,5
1895.0,3
1900.0,0
1905.0,3
1910.0,0
1915.0,5
1920.0,0
1925.0,5
1930.0,5
1935.0,5
1940.0,3
1945.0,5
1950.0,3
1955.0,1
1960.0,3
1965.0,1
1970.0,0
1975.0,1
1980.0,0
1985.0,0
1990.0,5
1995.0,0
2000.0,5
2005.0,4
2010.0,5
2015.0,4
2020.0,2
2025.0,4
2030.0,2
2035.0,2
2040.0,5
2045.0,2
2050.0,5
2055.0,4
2060.0,5
2065.0,4
2070.0,6
2075.0,4
2080.0,6
2085.0,5
2090.0,6
2095.0,5
2100.0,0
2105.0,5
2110.0,0
2115.0,4
2120.0,0
2125.0,4
2130.0,1
2135.0,4
2140.0,1
2145.0,3
2150.0,1
2155.0,3
2160.0,1
2165.0,3
2170.0,1
2175.0,2
2180.0,1
2185.0,2
2190.0,5
2195.0,2
2200.0,5
2205.0,0
2210.0,5
2215.0,0
2220.0,2
2225.0,0
2230.0,2
2235.0,2
2240.0,3
2245.0,2
2250.0,3
2255.0,5
2260.0,3
2265.0,5
2270.0,6
2275.0,5
2280.0,6
2285.0,3
2290.0,6
2295.0,3
2300.0,5
2305.0,3
2310.0,5
2315.0,6
2320.0,5
2325.0,6
2330.0,3
2335.0,6
2340.0,3
2345.0,1
2350.0,3
2355.0,1
2360.0,6
2365.0,1
2370.0,6
2375.0,0
2380.0,6
2385.0,0
2390.0,0
2395.0,4
2400.0,0
2405.0,4
2410.0,5
2415.0,4
2420.0,5
