Step,Action
1320.0,1
1325.0,0
1330.0,8
1335.0,0
1340.0,8
1345.0,11
1350.0,8
1355.0,11
1360.0,6
1365.0,11
1370.0,6
1375.0,4
1380.0,6
1385.0,4
1390.0,2
1395.0,4
1400.0,2
1405.0,10
1410.0,2
1415.0,10
1420.0,9
1425.0,10
1430.0,9
1435.0,8
1440.0,9
1445.0,8
1450.0,4
1455.0,8
1460.0,4
1465.0,4
1470.0,5
1475.0,4
1480.0,5
1485.0,8
1490.0,5
1495.0,8
1500.0,0
1505.0,8
1510.0,0
1515.0,7
1520.0,0
1525.0,7
1530.0,0
1535.0,7
1540.0,0
1545.0,0
1550.0,3
1555.0,0
1560.0,3
1565.0,9
1570.0,3
1575.0,9
1580.0,4
1585.0,9
1590.0,4
1595.0,7
1600.0,4
1605.0,7
1610.0,10
1615.0,7
1620.0,10
1625.0,1
1630.0,10
1635.0,1
1640.0,2
1645.0,1
1650.0,2
1655.0,10
1660.0,2
1665.0,10
1670.0,8
1675.0,10
1680.0,8
1685.0,1
1690.0,8
1695.0,1
1700.0,3
1705.0,1
1710.0,3
1715.0,0
1720.0,3
1725.0,0
1730.0,3
1735.0,0
1740.0,3
1745.0,0
1750.0,3
1755.0,0
1760.0,7
1765.0,0
1770.0,7
1775.0,5
1780.0,7
1785.0,5
1790.0,3
1795.0,5
1800.0,3
1805.0,5
1810.0,3
1815.0,5
1820.0,8
1825.0,5
1830.0,8
1835.0,0
1840.0,8
1845.0,0
1850.0,1
1855.0,0
1860.0,1
1865.0,8
1870.0,1
1875.0,8
1880.0,7
1885.0,8
1890.0,7
1895.0,9
1900.0,7
1905.0,9
1910.0,0
1915.0,9
1920.0,0
1925.0,5
1930.0,0
1935.0,5
1940.0,6
1945.0,5
1950.0,6
1955.0,1
1960.0,6
1965.0,1
1970.0,3
1975.0,1
1980.0,3
1985.0,5
1990.0,3
1995.0,5
2000.0,0
2005.0,5
2010.0,0
2015.0,0
2020.0,5
2025.0,0
2030.0,5
2035.0,7
2040.0,5
2045.0,7
2050.0,7
2055.0,7
2060.0,11
2065.0,7
2070.0,11
2075.0,6
2080.0,11
2085.0,6
2090.0,0
2095.0,6
2100.0,0
2105.0,9
2110.0,0
2115.0,9
2120.0,2
2125.0,9
2130.0,2
2135.0,0
2140.0,2
2145.0,0
2150.0,0
2155.0,2
2160.0,0
2165.0,2
2170.0,6
2175.0,2
2180.0,6
2185.0,8
2190.0,6
2195.0,8
2200.0,9
2205.0,8
2210.0,9
2215.0,1
2220.0,9
2225.0,1
2230.0,1
2235.0,11
2240.0,1
2245.0,11
2250.0,5
2255.0,11
2260.0,5
2265.0,5
2270.0,10
2275.0,5
2280.0,10
2285.0,1
2290.0,10
2295.0,1
2300.0,2
2305.0,1
2310.0,2
2315.0,2
2320.0,7
2325.0,2
2330.0,7
2335.0,5
2340.0,7
2345.0,5
2350.0,4
2355.0,5
2360.0,4
2365.0,3
2370.0,4
2375.0,3
2380.0,8
2385.0,3
2390.0,8
2395.0,7
2400.0,8
2405.0,7
2410.0,9
2415.0,7
2420.0,9
2425.0,3
2430.0,9
2435.0,3
2440.0,8
2445.0,3
2450.0,8
2455.0,8
2460.0,4
2465.0,8
2470.0,4
2475.0,11
2480.0,4
2485.0,11
2490.0,7
2495.0,11
2500.0,7
2505.0,11
2510.0,7
2515.0,11
2520.0,11
2525.0,0
2530.0,11
2535.0,0
2540.0,5
2545.0,0
2550.0,5
2555.0,0
2560.0,5
2565.0,0
2570.0,2
2575.0,0
2580.0,2
2585.0,10
2590.0,2
2595.0,10
2600.0,3
2605.0,10
2610.0,3
2615.0,7
2620.0,3
2625.0,7
2630.0,11
2635.0,7
2640.0,11
2645.0,6
2650.0,11
2655.0,6
2660.0,3
2665.0,6
2670.0,3
2675.0,6
2680.0,3
2685.0,6
2690.0,2
2695.0,6
2700.0,2
2705.0,0
2710.0,2
2715.0,0
2720.0,11
2725.0,0
2730.0,11
2735.0,3
2740.0,11
2745.0,3
2750.0,8
2755.0,3
2760.0,8
2765.0,11
2770.0,8
2775.0,11
2780.0,6
2785.0,11
2790.0,6
2795.0,8
2800.0,6
2805.0,8
2810.0,6
2815.0,8
2820.0,6
2825.0,2
2830.0,6
2835.0,2
2840.0,10
2845.0,2
2850.0,10
2855.0,7
2860.0,10
2865.0,7
2870.0,8
2875.0,7
2880.0,8
2885.0,3
2890.0,8
2895.0,3
2900.0,11
2905.0,3
2910.0,11
2915.0,1
2920.0,11
2925.0,1
2930.0,4
2935.0,1
2940.0,4
2945.0,3
2950.0,4
2955.0,3
2960.0,6
2965.0,3
2970.0,6
2975.0,5
2980.0,6
2985.0,5
2990.0,7
2995.0,5
3000.0,7
3005.0,3
3010.0,7
3015.0,3
3020.0,1
3025.0,3
3030.0,1
3035.0,0
3040.0,1
3045.0,0
3050.0,5
3055.0,0
3060.0,5
3065.0,3
3070.0,5
3075.0,3
3080.0,3
3085.0,6
3090.0,3
3095.0,6
3100.0,8
3105.0,6
3110.0,8
3115.0,7
3120.0,8
3125.0,7
3130.0,2
3135.0,7
3140.0,2
3145.0,2
3150.0,4
3155.0,2
3160.0,4
3165.0,4
3170.0,0
3175.0,4
3180.0,0
3185.0,7
3190.0,0
3195.0,7
3200.0,7
3205.0,11
3210.0,7
3215.0,11
3220.0,3
3225.0,11
3230.0,3
3235.0,9
3240.0,3
3245.0,9
3250.0,5
3255.0,9
3260.0,5
3265.0,8
3270.0,5
3275.0,8
3280.0,11
3285.0,8
3290.0,11
3295.0,4
3300.0,11
3305.0,4
3310.0,5
3315.0,4
3320.0,5
3325.0,11
3330.0,5
3335.0,11
3340.0,11
3345.0,4
3350.0,11
3355.0,4
3360.0,1
3365.0,4
3370.0,1
3375.0,1
3380.0,1
3385.0,11
3390.0,1
3395.0,11
3400.0,9
3405.0,11
3410.0,9
3415.0,4
3420.0,9
3425.0,4
3430.0,9
3435.0,4
3440.0,9
3445.0,3
3450.0,9
3455.0,3
3460.0,2
3465.0,3
3470.0,2
3475.0,3
3480.0,2
3485.0,3
3490.0,4
3495.0,3
3500.0,4
3505.0,0
3510.0,4
3515.0,0
3520.0,5
3525.0,0
3530.0,5
3535.0,0
3540.0,5
3545.0,0
3550.0,10
3555.0,0
3560.0,10
3565.0,3
3570.0,10
3575.0,3
3580.0,0
3585.0,3
3590.0,0
3595.0,1
