Step,Action
100.0,0
105.0,1
110.0,0
115.0,1
120.0,0
125.0,0
130.0,2
135.0,0
140.0,2
145.0,0
150.0,2
155.0,0
160.0,0
165.0,1
170.0,0
175.0,1
180.0,1
185.0,1
190.0,2
195.0,1
200.0,2
205.0,0
210.0,2
215.0,0
220.0,2
225.0,0
230.0,2
235.0,0
240.0,2
245.0,0
250.0,2
255.0,0
260.0,2
265.0,1
270.0,2
275.0,1
280.0,0
285.0,1
290.0,0
295.0,0
300.0,1
305.0,0
310.0,1
315.0,1
320.0,2
325.0,1
330.0,2
335.0,1
340.0,2
345.0,1
350.0,1
355.0,0
360.0,1
365.0,0
370.0,1
375.0,0
380.0,1
385.0,0
390.0,1
395.0,0
400.0,1
405.0,0
410.0,1
415.0,2
420.0,1
425.0,2
430.0,0
435.0,2
440.0,0
445.0,0
450.0,1
455.0,0
460.0,1
465.0,2
470.0,1
475.0,2
480.0,2
485.0,2
490.0,1
495.0,2
500.0,1
505.0,1
510.0,0
515.0,1
520.0,0
525.0,2
530.0,0
535.0,2
540.0,0
545.0,2
550.0,0
555.0,0
560.0,1
565.0,0
570.0,1
575.0,2
580.0,1
585.0,2
590.0,0
595.0,2
600.0,0
605.0,0
610.0,0
615.0,2
620.0,0
625.0,2
630.0,2
635.0,0
640.0,2
645.0,0
650.0,0
655.0,1
660.0,0
665.0,1
670.0,1
675.0,0
680.0,1
685.0,0
690.0,1
695.0,0
700.0,1
705.0,2
710.0,1
715.0,2
720.0,2
725.0,2
730.0,1
735.0,2
740.0,1
745.0,0
750.0,1
755.0,0
760.0,2
765.0,0
770.0,2
775.0,0
780.0,2
785.0,0
790.0,0
795.0,1
800.0,0
805.0,1
810.0,1
815.0,2
820.0,1
825.0,2
830.0,1
835.0,2
840.0,1
845.0,1
850.0,0
855.0,1
860.0,0
865.0,1
870.0,0
875.0,1
880.0,0
885.0,1
890.0,0
895.0,1
900.0,0
905.0,1
910.0,2
915.0,1
920.0,2
925.0,0
930.0,2
935.0,0
940.0,2
945.0,0
950.0,2
955.0,2
960.0,1
965.0,2
970.0,1
975.0,0
980.0,1
985.0,0
990.0,0
995.0,1
1000.0,0
1005.0,1
1010.0,2
1015.0,1
1020.0,2
1025.0,2
1030.0,1
1035.0,2
1040.0,1
1045.0,1
1050.0,0
1055.0,1
1060.0,0
1065.0,0
1070.0,2
1075.0,0
1080.0,2
1085.0,1
1090.0,2
1095.0,1
1100.0,2
1105.0,1
1110.0,2
1115.0,0
1120.0,2
1125.0,0
1130.0,2
1135.0,0
1140.0,2
1145.0,2
1150.0,0
1155.0,2
1160.0,0
1165.0,0
1170.0,1
1175.0,0
1180.0,1
1185.0,0
1190.0,1
1195.0,0
1200.0,2
1205.0,0
1210.0,2
1215.0,2
1220.0,1
1225.0,2
1230.0,1
1235.0,1
1240.0,1
1245.0,0
1250.0,1
1255.0,0
1260.0,0
1265.0,1
1270.0,0
1275.0,1
1280.0,2
1285.0,1
1290.0,2
1295.0,2
1300.0,1
1305.0,2
1310.0,1
1315.0,1
1320.0,2
1325.0,1
1330.0,2
1335.0,0
1340.0,2
1345.0,0
1350.0,0
1355.0,0
1360.0,1
1365.0,0
1370.0,1
1375.0,2
1380.0,1
1385.0,2
1390.0,1
1395.0,2
1400.0,1
1405.0,0
1410.0,1
1415.0,0
1420.0,1
1425.0,0
1430.0,1
1435.0,1
1440.0,0
1445.0,1
1450.0,0
1455.0,0
1460.0,2
1465.0,0
1470.0,2
1475.0,2
1480.0,2
1485.0,2
1490.0,1
1495.0,2
1500.0,1
1505.0,0
1510.0,1
1515.0,0
1520.0,1
1525.0,0
1530.0,1
1535.0,1
1540.0,2
1545.0,1
1550.0,2
1555.0,1
1560.0,2
1565.0,1
1570.0,2
1575.0,1
1580.0,2
1585.0,2
1590.0,0
1595.0,2
1600.0,0
1605.0,0
1610.0,1
1615.0,0
1620.0,1
1625.0,2
1630.0,1
1635.0,2
1640.0,1
1645.0,2
1650.0,1
1655.0,2
1660.0,1
1665.0,2
1670.0,1
1675.0,2
1680.0,1
1685.0,1
1690.0,0
1695.0,1
1700.0,0
1705.0,0
1710.0,0
1715.0,2
1720.0,0
1725.0,2
1730.0,0
1735.0,2
1740.0,0
1745.0,1
1750.0,0
1755.0,1
1760.0,2
1765.0,1
1770.0,2
1775.0,2
1780.0,0
1785.0,2
1790.0,0
1795.0,0
1800.0,2
1805.0,0
1810.0,2
1815.0,2
1820.0,1
1825.0,2
1830.0,1
1835.0,0
1840.0,1
1845.0,0
1850.0,1
1855.0,0
1860.0,1
1865.0,2
1870.0,1
1875.0,2
1880.0,2
1885.0,0
1890.0,2
1895.0,0
1900.0,2
1905.0,0
1910.0,2
1915.0,0
1920.0,2
1925.0,0
1930.0,2
1935.0,0
1940.0,2
1945.0,1
1950.0,2
1955.0,1
1960.0,1
1965.0,0
1970.0,1
1975.0,0
1980.0,1
1985.0,0
1990.0,1
1995.0,1
2000.0,1
2005.0,1
2010.0,1
2015.0,2
2020.0,1
2025.0,2
2030.0,0
2035.0,2
2040.0,0
2045.0,1
2050.0,0
2055.0,1
2060.0,1
2065.0,2
2070.0,1
2075.0,2
2080.0,2
2085.0,0
2090.0,2
2095.0,0
2100.0,2
2105.0,0
2110.0,2
2115.0,2
2120.0,0
2125.0,2
2130.0,0
2135.0,1
2140.0,0
2145.0,1
2150.0,1
2155.0,0
2160.0,1
2165.0,0
2170.0,1
2175.0,0
2180.0,1
2185.0,2
2190.0,1
2195.0,2
2200.0,0
2205.0,2
2210.0,0
2215.0,1
2220.0,0
2225.0,1
2230.0,0
2235.0,1
2240.0,0
2245.0,2
2250.0,0
2255.0,2
2260.0,1
2265.0,2
2270.0,1
2275.0,1
2280.0,2
2285.0,1
2290.0,2
2295.0,1
2300.0,2
2305.0,1
2310.0,2
2315.0,1
2320.0,2
2325.0,2
2330.0,1
2335.0,2
2340.0,1
2345.0,0
2350.0,1
2355.0,0
2360.0,1
2365.0,0
2370.0,1
2375.0,2
2380.0,1
2385.0,2
2390.0,2
2395.0,2
2400.0,2
2405.0,2
2410.0,2
2415.0,2
2420.0,0
2425.0,2
2430.0,0
2435.0,0
2440.0,1
2445.0,0
2450.0,1
2455.0,2
2460.0,1
2465.0,2
2470.0,2
2475.0,2
2480.0,2
2485.0,0
2490.0,2
2495.0,0
2500.0,1
2505.0,0
2510.0,1
2515.0,2
2520.0,1
2525.0,2
2530.0,1
2535.0,2
2540.0,1
2545.0,1
2550.0,2
2555.0,1
2560.0,2
2565.0,0
2570.0,2
2575.0,0
2580.0,1
2585.0,0
2590.0,1
2595.0,2
2600.0,1
2605.0,2
2610.0,2
2615.0,0
2620.0,2
2625.0,0
2630.0,0
2635.0,0
2640.0,2
2645.0,0
2650.0,2
2655.0,2
2660.0,0
2665.0,2
2670.0,0
2675.0,0
2680.0,0
2685.0,1
2690.0,0
2695.0,1
2700.0,2
2705.0,1
2710.0,2
2715.0,0
2720.0,2
2725.0,0
2730.0,0
2735.0,0
2740.0,2
2745.0,0
2750.0,2
2755.0,1
2760.0,2
2765.0,1
2770.0,1
2775.0,2
2780.0,1
2785.0,2
2790.0,0
2795.0,2
2800.0,0
2805.0,0
2810.0,2
2815.0,0
2820.0,2
2825.0,1
2830.0,2
2835.0,1
2840.0,2
2845.0,1
2850.0,2
2855.0,2
2860.0,1
2865.0,2
2870.0,1
2875.0,2
2880.0,1
2885.0,2
2890.0,0
2895.0,2
2900.0,0
2905.0,1
2910.0,0
2915.0,1
2920.0,1
2925.0,2
2930.0,1
2935.0,2
2940.0,0
2945.0,2
2950.0,0
2955.0,2
2960.0,0
2965.0,2
2970.0,0
2975.0,2
2980.0,0
2985.0,2
2990.0,0
2995.0,2
3000.0,1
3005.0,2
3010.0,1
3015.0,2
3020.0,1
3025.0,2
3030.0,2
3035.0,1
3040.0,2
3045.0,1
3050.0,2
3055.0,1
3060.0,2
3065.0,1
3070.0,2
3075.0,1
3080.0,1
3085.0,0
3090.0,1
3095.0,0
3100.0,1
3105.0,0
3110.0,1
3115.0,1
3120.0,1
3125.0,0
3130.0,1
3135.0,0
3140.0,2
3145.0,0
3150.0,2
3155.0,0
3160.0,2
3165.0,0
3170.0,0
3175.0,2
3180.0,0
3185.0,2
3190.0,0
3195.0,2
3200.0,0
3205.0,1
3210.0,0
3215.0,1
3220.0,2
3225.0,1
3230.0,2
3235.0,1
3240.0,2
3245.0,1
3250.0,1
3255.0,1
3260.0,1
3265.0,2
3270.0,1
3275.0,2
3280.0,2
3285.0,2
3290.0,1
3295.0,2
3300.0,1
3305.0,2
3310.0,1
3315.0,2
3320.0,2
3325.0,0
3330.0,2
3335.0,0
3340.0,0
3345.0,0
3350.0,1
3355.0,0
3360.0,1
3365.0,2
3370.0,1
3375.0,2
3380.0,0
3385.0,2
3390.0,0
3395.0,0
3400.0,0
3405.0,0
3410.0,0
3415.0,0
3420.0,1
3425.0,0
3430.0,1
3435.0,1
3440.0,2
3445.0,1
3450.0,2
3455.0,0
3460.0,2
3465.0,0
3470.0,2
3475.0,0
3480.0,2
3485.0,0
3490.0,2
3495.0,0
3500.0,1
3505.0,0
3510.0,1
3515.0,1
3520.0,2
3525.0,1
3530.0,2
3535.0,0
3540.0,2
3545.0,0
3550.0,2
3555.0,0
3560.0,2
3565.0,2
3570.0,0
3575.0,2
3580.0,0
3585.0,1
3590.0,0
3595.0,1
