Step,Action
100.0,3
105.0,3
110.0,1
115.0,0
120.0,1
125.0,0
130.0,0
135.0,5
140.0,0
145.0,5
150.0,5
155.0,6
160.0,5
165.0,6
170.0,2
175.0,6
180.0,2
185.0,3
190.0,2
195.0,3
200.0,4
205.0,3
210.0,4
215.0,2
220.0,4
225.0,2
230.0,5
235.0,2
240.0,5
245.0,0
250.0,5
255.0,0
260.0,3
265.0,0
270.0,3
275.0,4
280.0,3
285.0,4
290.0,3
295.0,4
300.0,3
305.0,0
310.0,3
315.0,0
320.0,1
325.0,0
330.0,1
335.0,6
340.0,1
345.0,6
350.0,3
355.0,6
360.0,3
365.0,0
370.0,3
375.0,0
380.0,2
385.0,0
390.0,2
395.0,5
400.0,2
405.0,5
410.0,4
415.0,5
420.0,4
425.0,3
430.0,4
435.0,3
440.0,1
445.0,3
450.0,1
455.0,0
460.0,1
465.0,0
470.0,4
475.0,0
480.0,4
485.0,2
490.0,4
495.0,2
500.0,3
505.0,2
510.0,3
515.0,5
520.0,3
525.0,5
530.0,6
535.0,5
540.0,6
545.0,1
550.0,6
555.0,1
560.0,2
565.0,1
570.0,2
575.0,4
580.0,2
585.0,4
590.0,0
595.0,4
600.0,0
605.0,2
610.0,0
615.0,2
620.0,5
625.0,2
630.0,5
635.0,5
640.0,0
645.0,5
650.0,0
655.0,1
660.0,0
665.0,1
670.0,6
675.0,1
680.0,6
685.0,5
690.0,6
695.0,5
700.0,4
705.0,5
710.0,4
715.0,6
720.0,4
725.0,6
730.0,0
735.0,6
740.0,0
745.0,1
750.0,0
755.0,1
760.0,5
765.0,1
770.0,5
775.0,1
780.0,5
785.0,1
790.0,4
795.0,1
800.0,4
805.0,5
810.0,4
815.0,5
820.0,5
825.0,3
830.0,5
835.0,3
840.0,5
845.0,3
850.0,5
855.0,4
860.0,5
865.0,4
870.0,1
875.0,4
880.0,1
885.0,0
890.0,1
895.0,0
900.0,5
905.0,0
910.0,5
915.0,3
920.0,5
925.0,3
930.0,3
935.0,0
940.0,3
945.0,0
950.0,6
955.0,0
960.0,6
965.0,4
970.0,6
975.0,4
980.0,0
985.0,4
990.0,0
995.0,4
1000.0,0
1005.0,4
1010.0,5
1015.0,4
1020.0,5
1025.0,5
1030.0,3
1035.0,5
1040.0,3
1045.0,2
1050.0,3
1055.0,2
1060.0,2
1065.0,1
1070.0,2
1075.0,1
1080.0,3
1085.0,1
1090.0,3
1095.0,6
1100.0,3
1105.0,6
1110.0,3
1115.0,6
1120.0,3
1125.0,2
1130.0,3
1135.0,2
1140.0,3
1145.0,2
1150.0,3
1155.0,1
1160.0,3
1165.0,1
1170.0,1
1175.0,5
1180.0,1
1185.0,5
1190.0,6
1195.0,5
1200.0,6
1205.0,3
1210.0,6
1215.0,3
1220.0,3
1225.0,4
1230.0,3
1235.0,4
1240.0,6
1245.0,4
1250.0,6
1255.0,4
1260.0,6
1265.0,4
1270.0,2
1275.0,4
1280.0,2
1285.0,1
1290.0,2
1295.0,1
1300.0,2
1305.0,1
1310.0,2
1315.0,4
1320.0,2
1325.0,4
1330.0,4
1335.0,6
1340.0,4
1345.0,6
1350.0,2
1355.0,6
1360.0,2
1365.0,0
1370.0,2
1375.0,0
1380.0,2
1385.0,0
1390.0,2
1395.0,0
1400.0,2
1405.0,0
1410.0,5
1415.0,0
1420.0,5
1425.0,6
1430.0,5
1435.0,6
1440.0,5
1445.0,6
1450.0,5
1455.0,1
1460.0,5
1465.0,1
1470.0,3
1475.0,1
1480.0,3
1485.0,3
1490.0,6
1495.0,3
1500.0,6
1505.0,2
1510.0,6
1515.0,2
1520.0,5
1525.0,2
1530.0,5
1535.0,3
1540.0,5
1545.0,3
1550.0,1
1555.0,3
1560.0,1
1565.0,6
1570.0,1
1575.0,6
1580.0,2
1585.0,6
1590.0,2
1595.0,2
1600.0,2
1605.0,4
1610.0,2
1615.0,4
1620.0,0
1625.0,4
1630.0,0
1635.0,4
1640.0,0
1645.0,4
1650.0,5
1655.0,4
1660.0,5
1665.0,0
1670.0,5
1675.0,0
1680.0,0
1685.0,6
1690.0,0
1695.0,6
1700.0,0
1705.0,6
1710.0,0
1715.0,1
1720.0,0
1725.0,1
1730.0,6
1735.0,1
1740.0,6
1745.0,6
1750.0,5
1755.0,6
1760.0,5
1765.0,4
1770.0,5
1775.0,4
1780.0,6
1785.0,4
1790.0,6
1795.0,1
1800.0,6
1805.0,1
1810.0,1
1815.0,3
1820.0,1
1825.0,3
1830.0,0
1835.0,3
1840.0,0
1845.0,2
1850.0,0
1855.0,2
1860.0,4
1865.0,2
1870.0,4
1875.0,6
1880.0,4
1885.0,6
1890.0,2
1895.0,6
1900.0,2
1905.0,1
1910.0,2
1915.0,1
1920.0,5
1925.0,1
1930.0,5
1935.0,4
1940.0,5
1945.0,4
1950.0,5
1955.0,4
1960.0,5
1965.0,6
1970.0,5
1975.0,6
1980.0,5
1985.0,6
1990.0,5
1995.0,0
2000.0,5
2005.0,0
2010.0,5
2015.0,0
2020.0,5
2025.0,3
2030.0,5
2035.0,3
2040.0,1
2045.0,3
2050.0,1
2055.0,1
2060.0,5
2065.0,1
2070.0,5
2075.0,3
2080.0,5
2085.0,3
2090.0,2
2095.0,3
2100.0,2
2105.0,0
2110.0,2
2115.0,0
2120.0,6
2125.0,0
2130.0,6
2135.0,3
2140.0,6
2145.0,3
2150.0,4
2155.0,3
2160.0,4
2165.0,2
2170.0,4
2175.0,2
2180.0,1
2185.0,2
2190.0,1
2195.0,0
2200.0,1
2205.0,0
2210.0,0
2215.0,0
2220.0,6
2225.0,0
