rank,run_id,run_dir,algorithm,reward_mode,num_layers,layer_size,total_timesteps,mean_reward,std_reward,n_steps,last_steps_used
701,il17wale,run-20260321_145526-il17wale,qrdqn,speed_throughput,3,128,,0.23717050562019326,0.05762985971640489,1000,100
702,du9tu57b,run-20260321_181150-du9tu57b,ppo,speed_throughput,1,32,,0.23711426425251406,0.04570047719678115,1003,100
703,0831erwk,run-20260321_184431-0831erwk,ppo,speed_throughput,2,64,,0.23706386048888486,0.04444900165436203,1003,100
704,f1jx4bmj,run-20260321_171716-f1jx4bmj,dqn,speed_throughput,3,64,,0.23705570629418454,0.06231156054581504,1000,100
705,qjql6vpy,run-20260321_181206-qjql6vpy,ppo,speed_throughput,1,64,,0.236962404422564,0.04642691898805383,1003,100
706,p6xb45jk,run-20260321_141235-p6xb45jk,qrdqn,speed_throughput,2,16,,0.23671634995224153,0.052848736870541764,1000,100
707,v7w6xkfo,run-20260321_184457-v7w6xkfo,ppo,speed_throughput,2,128,,0.23565185738096528,0.040596250505543434,1003,100
708,6ntpl5v1,run-20260321_143738-6ntpl5v1,qrdqn,speed_throughput,3,8,,0.23443909382426983,0.04152127447248837,1000,100
709,t7ac21jd,run-20260321_181049-t7ac21jd,ppo,speed_throughput,1,8,,0.2331316503045317,0.04057714597719176,1003,100
710,llr1xp3s,run-20260321_143739-llr1xp3s,qrdqn,speed_throughput,3,16,,0.23281319742274387,0.042448284219470965,1000,100
711,2tlajwrb,run-20260321_182625-2tlajwrb,ppo,speed_throughput,1,64,,0.23273926263376463,0.04554528453282177,1003,100
712,8vm2uvs8,run-20260321_143756-8vm2uvs8,qrdqn,speed_throughput,3,16,,0.23273900112994428,0.052309351227086874,1000,100
713,0z9hgw9a,run-20260321_130318-0z9hgw9a,qrdqn,speed_throughput,1,8,,0.23269393888608048,0.04770922551884048,1000,100
714,u70m3eq7,run-20260321_182731-u70m3eq7,ppo,speed_throughput,2,8,,0.23269188185336165,0.04778644437251354,1003,100
715,kxy9lkiy,run-20260321_143139-kxy9lkiy,qrdqn,speed_throughput,3,8,,0.23251731603253106,0.040391114519187095,1000,100
716,w1asyuzd,run-20260321_143139-w1asyuzd,qrdqn,speed_throughput,3,8,,0.23242208738637146,0.045608764966873785,1000,100
717,kk7qfkhd,run-20260321_182645-kk7qfkhd,ppo,speed_throughput,1,128,,0.23220025785992474,0.04442002442740647,1003,100
718,jo5qyy88,run-20260321_131419-jo5qyy88,qrdqn,speed_throughput,1,16,,0.23202462955208014,0.055578623390951286,1000,100
719,d10u9957,run-20260321_184243-d10u9957,ppo,speed_throughput,2,16,,0.2320207829545626,0.04472402415292075,1003,100
720,rtf0y5nb,run-20260321_190049-rtf0y5nb,ppo,speed_throughput,3,16,,0.23165425582213106,0.047023798426190914,1003,100
721,h8yyc1mh,run-20260321_223256-h8yyc1mh,ppo,halt_ratio,1,8,,0.2314452432536941,0.08115964366136423,1003,100
722,8yicrzc2,run-20260321_140821-8yicrzc2,qrdqn,speed_throughput,2,16,,0.23133790219264078,0.050851071289443994,1000,100
723,ra3o60a7,run-20260321_141845-ra3o60a7,qrdqn,speed_throughput,2,32,,0.23047534126569488,0.05699489406313133,1000,100
724,0conzq2f,run-20260321_181156-0conzq2f,ppo,speed_throughput,1,32,,0.23035864937722064,0.04151217891335191,1003,100
725,dm2tcgti,run-20260321_141845-dm2tcgti,qrdqn,speed_throughput,2,16,,0.2293876595936009,0.05161239545737518,1000,100
726,wc0ocweu,run-20260321_181202-wc0ocweu,ppo,speed_throughput,1,32,,0.229361699082094,0.046669204582618445,1003,100
727,xkwwt4hn,run-20260321_144409-xkwwt4hn,qrdqn,speed_throughput,3,32,,0.22931439924202712,0.050903376663170886,1000,100
728,ttqwgzdg,run-20260321_140015-ttqwgzdg,qrdqn,speed_throughput,2,8,,0.22928102110665435,0.0430508623668374,1000,100
729,h18sga9f,run-20260321_131758-h18sga9f,qrdqn,speed_throughput,1,16,,0.22909210532233376,0.055822449594804584,1000,100
730,7inrl169,run-20260321_181054-7inrl169,ppo,speed_throughput,1,8,,0.22906543510694896,0.049014202448359225,1003,100
731,714o4etj,run-20260321_182751-714o4etj,ppo,speed_throughput,2,16,,0.22874577122449127,0.05985617011048057,1003,100
732,utx809qv,run-20260321_223253-utx809qv,ppo,halt_ratio,1,8,,0.2285527747336784,0.07436547830813345,1003,100
733,wok0l43i,run-20260321_143756-wok0l43i,qrdqn,speed_throughput,3,16,,0.2282807211939077,0.04388774087359443,1000,100
734,v12inwxl,run-20260321_182625-v12inwxl,ppo,speed_throughput,1,64,,0.22793762718784336,0.046989783737581725,1003,100
735,pociqnwb,run-20260321_144943-pociqnwb,qrdqn,speed_throughput,3,64,,0.22720207650756674,0.04983123141671005,1000,100
736,0x5u0nfd,run-20260321_142530-0x5u0nfd,qrdqn,speed_throughput,2,64,,0.2271487824073484,0.05176105453355154,1000,100
737,tthqay1l,run-20260321_142530-tthqay1l,qrdqn,speed_throughput,2,128,,0.22713669520872173,0.05237741794193917,1000,100
738,g5jnplsy,run-20260321_135634-g5jnplsy,qrdqn,speed_throughput,2,8,,0.22710211529701754,0.05535519396841981,1000,100
739,9aojig2o,run-20260321_165937-9aojig2o,dqn,speed_throughput,1,16,,0.22686034308750128,0.05768799615695272,1000,100
740,01i73e7n,run-20260321_134934-01i73e7n,qrdqn,speed_throughput,1,128,,0.22642869890219944,0.054574184509128404,1000,100
741,m47r7ier,run-20260321_144353-m47r7ier,qrdqn,speed_throughput,3,32,,0.22622074053939006,0.05284110835403507,1000,100
742,9za1rdzx,run-20260321_142529-9za1rdzx,qrdqn,speed_throughput,2,64,,0.22578938833629283,0.06543154489579114,1000,100
743,ypfeddyw,run-20260321_181052-ypfeddyw,ppo,speed_throughput,1,8,,0.22575074195226738,0.05028503329949729,1003,100
744,747g5954,run-20260321_232409-747g5954,ppo,halt_ratio,3,8,,0.22570530577961115,0.0729396033396657,1003,100
745,jcgkct0p,run-20260321_144943-jcgkct0p,qrdqn,speed_throughput,3,64,,0.2256769650913749,0.054569187904529616,1000,100
746,d4q8xvyx,run-20260321_184250-d4q8xvyx,ppo,speed_throughput,2,32,,0.2250065406725902,0.05153663331039034,1003,100
747,aqir02x6,run-20260321_170643-aqir02x6,dqn,speed_throughput,2,32,,0.22491811099634865,0.05735306101988078,1000,100
748,ol99tn10,run-20260321_170109-ol99tn10,dqn,speed_throughput,1,64,,0.22471599147248678,0.05826709712724636,1000,100
749,thna8ytx,run-20260321_134236-thna8ytx,qrdqn,speed_throughput,1,64,,0.22433278617442848,0.060866889085939783,1000,100
750,duzk4jk9,run-20260321_135304-duzk4jk9,qrdqn,speed_throughput,1,128,,0.22384940774361514,0.06636917423140155,1000,100
751,gt6gvvcr,run-20260321_171133-gt6gvvcr,dqn,speed_throughput,2,128,,0.22311246258627615,0.06261250505796333,1000,100
752,xknfgaif,run-20260321_133205-xknfgaif,qrdqn,speed_throughput,1,32,,0.22299199567352995,0.056596334430874216,1000,100
753,vgreit37,run-20260321_170606-vgreit37,dqn,speed_throughput,2,16,,0.2229497718499492,0.061512663663143057,1000,100
754,z711m70d,run-20260321_230444-z711m70d,ppo,halt_ratio,2,8,,0.22283287890446626,0.08048815335041169,1003,100
755,9oxps6gu,run-20260321_131047-9oxps6gu,qrdqn,speed_throughput,1,8,,0.22240872709191248,0.04932079713831369,1000,100
756,r2syxj8y,run-20260321_190341-r2syxj8y,ppo,speed_throughput,3,32,,0.22226909268841372,0.060933249221107814,1003,100
757,dj5hrg6h,run-20260321_171211-dj5hrg6h,dqn,speed_throughput,3,8,,0.22222627631649963,0.05004187580826805,1000,100
758,mugj6qqi,run-20260321_143138-mugj6qqi,qrdqn,speed_throughput,2,128,,0.22189444411788245,0.051363189845512,1000,100
759,60rpagt3,run-20260321_170652-60rpagt3,dqn,speed_throughput,2,64,,0.22187790340582184,0.06119668276695012,1000,100
760,wrpr6het,run-20260321_144351-wrpr6het,qrdqn,speed_throughput,3,32,,0.22179933882072103,0.05192478163091886,1000,100
761,7bt7dfsp,run-20260321_170642-7bt7dfsp,dqn,speed_throughput,2,16,,0.22162820936531827,0.053622638800879745,1000,100
762,fmzl9lv3,run-20260321_141845-fmzl9lv3,qrdqn,speed_throughput,2,32,,0.2215723284255951,0.0477202573581365,1000,100
763,ne1a5por,run-20260321_132834-ne1a5por,qrdqn,speed_throughput,1,32,,0.22122271204394786,0.049100685955059654,1000,100
764,ih8s3hwb,run-20260321_170110-ih8s3hwb,dqn,speed_throughput,1,128,,0.2206949231041897,0.054784060010252295,1000,100
765,0heunbac,run-20260321_130715-0heunbac,qrdqn,speed_throughput,1,8,,0.22059403649213727,0.051413732104704735,1000,100
766,d369hvy0,run-20260321_230442-d369hvy0,ppo,halt_ratio,2,8,,0.22017852069587873,0.0778473418312108,1003,100
767,vjv2ynvg,run-20260321_144958-vjv2ynvg,qrdqn,speed_throughput,3,128,,0.21999652709744708,0.05856024388614586,1000,100
768,qkey7fu7,run-20260321_165233-qkey7fu7,dqn,speed_throughput,1,8,,0.21815091913606158,0.050204662449175624,1000,100
769,sh6m51yj,run-20260321_171213-sh6m51yj,dqn,speed_throughput,3,16,,0.2180350997325428,0.053024551282882686,1000,100
770,3zfwervf,run-20260321_171223-3zfwervf,dqn,speed_throughput,3,16,,0.21762050945467964,0.053925772477574435,1000,100
771,kgyoqb2u,run-20260321_170552-kgyoqb2u,dqn,speed_throughput,2,8,,0.21727304251053814,0.06142406785525677,1000,100
772,sbmdh8ag,run-20260321_171133-sbmdh8ag,dqn,speed_throughput,2,128,,0.21714115139829981,0.05338326439279142,1000,100
773,dgy7xcsq,run-20260321_122331-dgy7xcsq,dqn,speed_throughput,2,64,,0.21650061837823487,0.053691329589145256,1000,100
774,mdja5oxk,run-20260321_171133-mdja5oxk,dqn,speed_throughput,2,64,,0.21625007724433598,0.05770975267355198,1000,100
775,a22chaw4,run-20260321_171807-a22chaw4,dqn,speed_throughput,3,128,,0.21561756180294325,0.05719956500070828,1000,100
776,6s21sv7g,run-20260321_170113-6s21sv7g,dqn,speed_throughput,1,128,,0.21546090790225025,0.049970259648523994,1000,100
777,kjlfq1i0,run-20260321_171751-kjlfq1i0,dqn,speed_throughput,3,64,,0.21505172370303183,0.0583916267109707,1000,100
778,iz9c28yj,run-20260321_171753-iz9c28yj,dqn,speed_throughput,3,128,,0.21465095840073845,0.05683987168799425,1000,100
779,xyolv8sv,run-20260321_134605-xyolv8sv,qrdqn,speed_throughput,1,128,,0.2146069654768286,0.054461169227221884,1000,100
780,bnkdcyq7,run-20260321_170642-bnkdcyq7,dqn,speed_throughput,2,32,,0.21453227450267665,0.05874956516908096,1000,100
781,r354zsvy,run-20260321_182745-r354zsvy,ppo,speed_throughput,2,16,,0.214280709560195,0.056493554595835584,1003,100
782,fmc1236l,run-20260321_171709-fmc1236l,dqn,speed_throughput,3,32,,0.21404541950767847,0.0655321214018803,1000,100
783,vxig24bi,run-20260321_171209-vxig24bi,dqn,speed_throughput,3,8,,0.213447363599139,0.052663898002912775,1000,100
784,qiqp3mwa,run-20260321_132501-qiqp3mwa,qrdqn,speed_throughput,1,32,,0.21325930896304193,0.052953573750291284,1000,100
785,25v28o9a,run-20260321_170104-25v28o9a,dqn,speed_throughput,1,64,,0.21320182366025076,0.06325299656788104,1000,100
786,htw208c7,run-20260321_170006-htw208c7,dqn,speed_throughput,1,32,,0.21295422471836997,0.05490413838500366,1000,100
787,ypp7qito,run-20260321_170606-ypp7qito,dqn,speed_throughput,2,8,,0.21290769901554418,0.04952496749389434,1000,100
788,o03is44k,run-20260321_132130-o03is44k,qrdqn,speed_throughput,1,16,,0.2123825135675818,0.05252355607564271,1000,100
789,2j4b70ns,run-20260321_121429-2j4b70ns,qrdqn,speed_throughput,2,64,,0.21232156282670547,0.05521668295402836,1000,100
790,wuig1z5c,run-20260321_141845-wuig1z5c,qrdqn,speed_throughput,2,32,,0.2119020914511315,0.04958358752538256,1000,100
791,zxm04pgy,run-20260321_133906-zxm04pgy,qrdqn,speed_throughput,1,64,,0.2118259377504358,0.06222222863405411,1000,100
792,9lmwkunm,run-20260321_142529-9lmwkunm,qrdqn,speed_throughput,2,64,,0.21177785847149014,0.053508661018905335,1000,100
793,ckezr3rq,run-20260321_171120-ckezr3rq,dqn,speed_throughput,2,64,,0.21158900538771996,0.056783242826869376,1000,100
794,dfvum7jj,run-20260321_170607-dfvum7jj,dqn,speed_throughput,2,16,,0.21157824261413286,0.05319807867002718,1000,100
795,kxk7jsic,run-20260321_143138-kxk7jsic,qrdqn,speed_throughput,2,128,,0.2110058287063874,0.05416685826676183,1000,100
796,u3gupn2e,run-20260321_181149-u3gupn2e,ppo,speed_throughput,1,16,,0.21085939739069906,0.044280752780280014,1003,100
797,36u9uz47,run-20260321_170119-36u9uz47,dqn,speed_throughput,1,128,,0.21043510177933492,0.05923345654212877,1000,100
798,vqv73jw0,run-20260321_165219-vqv73jw0,dqn,speed_throughput,1,8,,0.2095985372902836,0.052463164986712746,1000,100
799,h2z7e4fi,run-20260321_165239-h2z7e4fi,dqn,speed_throughput,1,8,,0.20932295008874746,0.06137098655668688,1000,100
800,x6iqlu7r,run-20260321_182741-x6iqlu7r,ppo,speed_throughput,2,8,,0.20761620379292123,0.05167261784345089,1003,100
801,yng0cknh,run-20260321_190043-yng0cknh,ppo,speed_throughput,3,8,,0.20678461356971198,0.050156620067114396,1003,100
802,6ssao6t8,run-20260321_170643-6ssao6t8,dqn,speed_throughput,2,32,,0.2063558894909453,0.05138297771872452,1000,100
803,osc592mo,run-20260321_182721-osc592mo,ppo,speed_throughput,2,8,,0.20628519426451908,0.0499780835909481,1003,100
804,xq3k7fe9,run-20260321_144409-xq3k7fe9,qrdqn,speed_throughput,3,64,,0.20574575410333262,0.046292331057591236,1000,100
805,3pi6kzxz,run-20260321_171755-3pi6kzxz,dqn,speed_throughput,3,128,,0.20530747017343345,0.056370677220950495,1000,100
806,vera3xtb,run-20260321_165243-vera3xtb,dqn,speed_throughput,1,16,,0.20505169320056527,0.055963340422654634,1000,100
807,oov2yfnc,run-20260321_171211-oov2yfnc,dqn,speed_throughput,3,8,,0.20387110771506112,0.0537905467262612,1000,100
808,4f3k2ogc,run-20260321_170010-4f3k2ogc,dqn,speed_throughput,1,64,,0.20348087171734164,0.057029608850967146,1000,100
809,31x9r3dv,run-20260321_165239-31x9r3dv,dqn,speed_throughput,1,16,,0.20203885995184376,0.04940056799648804,1000,100
810,l7h42ee6,run-20260321_190043-l7h42ee6,ppo,speed_throughput,3,8,,0.20126181683831462,0.041695272286010436,1003,100
811,wlxb645a,run-20260321_171139-wlxb645a,dqn,speed_throughput,2,128,,0.201157897579156,0.06342572805055714,1000,100
812,daw97lzt,run-20260321_170606-daw97lzt,dqn,speed_throughput,2,8,,0.20058605590532172,0.050834927061271136,1000,100
813,fz6cxrqd,run-20260321_171710-fz6cxrqd,dqn,speed_throughput,3,32,,0.19732364119651405,0.06801189642939709,1000,100
814,dqsgihaj,run-20260321_133535-dqsgihaj,qrdqn,speed_throughput,1,64,,0.1960805237648885,0.05397316567288232,1000,100
815,syfgdi6e,run-20260321_170000-syfgdi6e,dqn,speed_throughput,1,32,,0.1944836642318281,0.05077251436550663,1000,100
816,u26atzhs,run-20260321_171753-u26atzhs,dqn,speed_throughput,3,64,,0.18775809113148412,0.06222442740097732,1000,100
817,7ydo7nos,run-20260321_171710-7ydo7nos,dqn,speed_throughput,3,32,,0.1845161740218672,0.06913780512460853,1000,100
818,1urag52l,run-20260322_021458-1urag52l,a2c,halt_ratio,2,128,,0.1840214095176904,0.07131593004776306,1003,100
819,sowkkzfs,run-20260321_170004-sowkkzfs,dqn,speed_throughput,1,32,,0.18016752565175245,0.07627282428853714,1000,100
820,8037yod3,run-20260322_015242-8037yod3,a2c,halt_ratio,1,16,,0.1792952012769736,0.07878466987622566,1003,100
821,sbo0k5k8,run-20260322_015633-sbo0k5k8,a2c,halt_ratio,1,32,,0.1738873044202618,0.06345616880456963,1003,100
822,eqs6q3f3,run-20260322_022339-eqs6q3f3,a2c,halt_ratio,3,16,,0.1732651772536056,0.06680834762346592,1003,100
823,lh8aofu0,run-20260321_172258-lh8aofu0,dqn,halt_ratio,1,8,,0.1719301288799916,0.05203931093523835,1000,100
824,oy3g2d3s,run-20260322_022824-oy3g2d3s,a2c,halt_ratio,3,128,,0.17160252143823013,0.065514385108916,1003,100
825,tpg21uw3,run-20260322_015651-tpg21uw3,a2c,halt_ratio,1,32,,0.1701688634250634,0.05935356455552184,1003,100
826,w6i0dr3q,run-20260322_021451-w6i0dr3q,a2c,halt_ratio,2,128,,0.16998462477459306,0.05010090831253739,1003,100
827,2oaq66jp,run-20260322_020056-2oaq66jp,a2c,halt_ratio,1,128,,0.1690827754068605,0.060140295752310766,1003,100
828,uciw6u37,run-20260322_021040-uciw6u37,a2c,halt_ratio,2,64,,0.1690736608384494,0.058844229397059515,1003,100
829,g6gtak3m,run-20260322_020520-g6gtak3m,a2c,halt_ratio,2,8,,0.16883270799932112,0.06417517927473607,1003,100
830,r2kckuxj,run-20260322_021435-r2kckuxj,a2c,halt_ratio,2,64,,0.16795353890797324,0.06366744349336469,1003,100
831,empkm0ny,run-20260322_020035-empkm0ny,a2c,halt_ratio,1,64,,0.16783252341654456,0.05462618848881905,1003,100
832,kn6okdm5,run-20260322_020141-kn6okdm5,a2c,halt_ratio,1,128,,0.16670460085260236,0.06098612789670314,1003,100
833,hle2oqes,run-20260321_172247-hle2oqes,dqn,halt_ratio,1,8,,0.16622317425582595,0.045195549556485644,1000,100
834,q5pnpxeg,run-20260322_020023-q5pnpxeg,a2c,halt_ratio,1,64,,0.1659043038192921,0.05995657004827712,1003,100
835,ysi7c5xa,run-20260322_020552-ysi7c5xa,a2c,halt_ratio,2,16,,0.1646494188296792,0.052256402599832295,1003,100
836,hrxlc9u0,run-20260322_022921-hrxlc9u0,a2c,halt_ratio,3,128,,0.16376152537156585,0.06261429940130737,1003,100
837,khy05kq4,run-20260322_015659-khy05kq4,a2c,halt_ratio,1,64,,0.16337068740203947,0.06919805486015411,1003,100
838,kr0ksgp2,run-20260321_171657-kr0ksgp2,dqn,speed_throughput,3,16,,0.1632949677543892,0.0729253394787395,1000,100
839,qxujx46g,run-20260322_022347-qxujx46g,a2c,halt_ratio,3,32,,0.16223717991789882,0.05851945038450434,1003,100
840,wl9u3sao,run-20260322_022802-wl9u3sao,a2c,halt_ratio,3,64,,0.16212134954670346,0.057168549050462786,1003,100
841,bm0yh263,run-20260322_022836-bm0yh263,a2c,halt_ratio,3,128,,0.1617852957784593,0.05940650127169064,1003,100
842,vansepk8,run-20260322_020929-vansepk8,a2c,halt_ratio,2,32,,0.16119717994574795,0.05093406590972849,1003,100
843,ivmpcj04,run-20260322_020951-ivmpcj04,a2c,halt_ratio,2,32,,0.16111775304063125,0.052618356702415506,1003,100
844,6bkyowzy,run-20260322_020053-6bkyowzy,a2c,halt_ratio,1,128,,0.16102065098144558,0.04933180534574431,1003,100
845,1m4eswut,run-20260321_172801-1m4eswut,dqn,halt_ratio,1,128,,0.1609694634254756,0.05539509232190465,1000,100
846,1xoayfs1,run-20260322_021912-1xoayfs1,a2c,halt_ratio,3,16,,0.16062168796704832,0.05254488420554023,1003,100
847,wonaeopq,run-20260322_015150-wonaeopq,a2c,halt_ratio,1,16,,0.15979463942709246,0.05422423979977822,1003,100
848,hq61aka0,run-20260322_021904-hq61aka0,a2c,halt_ratio,3,8,,0.15963031422175591,0.04476288340073507,1003,100
849,2p5mr7qb,run-20260322_020920-2p5mr7qb,a2c,halt_ratio,2,16,,0.15781338626575547,0.0484689860538656,1003,100
850,6yhp5l0z,run-20260322_021504-6yhp5l0z,a2c,halt_ratio,2,128,,0.15763142771075153,0.046465127557513065,1003,100
851,r584045a,run-20260322_022415-r584045a,a2c,halt_ratio,3,32,,0.156462576671362,0.04960333200971276,1003,100
852,gz5qo016,run-20260322_020524-gz5qo016,a2c,halt_ratio,2,8,,0.1562311921231576,0.04295597346672944,1003,100
853,bjdyd8ah,run-20260322_022419-bjdyd8ah,a2c,halt_ratio,3,64,,0.1561825253814159,0.054849205272790066,1003,100
854,4dv8ksn8,run-20260322_021832-4dv8ksn8,a2c,halt_ratio,3,8,,0.15604961960306282,0.05366004431778289,1003,100
855,hvayhpug,run-20260321_172344-hvayhpug,dqn,halt_ratio,1,32,,0.15594450904015653,0.04617392295357922,1000,100
856,bwwpspxe,run-20260322_021842-bwwpspxe,a2c,halt_ratio,3,8,,0.15582725367771938,0.050296295440071734,1003,100
857,55v26mms,run-20260322_015128-55v26mms,a2c,halt_ratio,1,8,,0.15538326785688905,0.05178128264009387,1003,100
858,1hvshkmo,run-20260322_020548-1hvshkmo,a2c,halt_ratio,2,16,,0.15535753384639148,0.05294961055993106,1003,100
859,wtn10mch,run-20260321_172841-wtn10mch,dqn,halt_ratio,2,8,,0.1548545522097829,0.04736971271419604,1000,100
860,io9d118a,run-20260322_015630-io9d118a,a2c,halt_ratio,1,16,,0.15455512808909838,0.05044402019186616,1003,100
861,8zttsvy6,run-20260321_173926-8zttsvy6,dqn,halt_ratio,3,32,,0.15444687903526408,0.05358051889892587,1000,100
862,eab8tkdv,run-20260322_021427-eab8tkdv,a2c,halt_ratio,2,64,,0.1541339458589357,0.05106025593375125,1003,100
863,8ksjcvz9,run-20260321_172342-8ksjcvz9,dqn,halt_ratio,1,32,,0.15337935681835949,0.045454676798334835,1000,100
864,q9i2g15d,run-20260321_173359-q9i2g15d,dqn,halt_ratio,2,64,,0.1524622032931776,0.0483841784057031,1000,100
865,2yjud7ah,run-20260321_173259-2yjud7ah,dqn,halt_ratio,2,32,,0.15235909330381842,0.04151552021966247,1000,100
866,tw4tnkyv,run-20260321_172746-tw4tnkyv,dqn,halt_ratio,1,64,,0.15205282658325966,0.03788802651679129,1000,100
867,xubgv5lc,run-20260322_020538-xubgv5lc,a2c,halt_ratio,2,8,,0.15196750885600424,0.04097245134323542,1003,100
868,r4wbneyr,run-20260321_173816-r4wbneyr,dqn,halt_ratio,3,8,,0.15060591241743487,0.03834892259672909,1000,100
869,692vw7jp,run-20260321_173822-692vw7jp,dqn,halt_ratio,3,16,,0.15050585552637377,0.037385979565480405,1000,100
870,1tqzftpl,run-20260322_022759-1tqzftpl,a2c,halt_ratio,3,64,,0.15033269908180827,0.05184129646895359,1003,100
871,vy8rwpvs,run-20260322_021952-vy8rwpvs,a2c,halt_ratio,3,16,,0.15029636896101026,0.040476639916240315,1003,100
872,urcy4025,run-20260321_173812-urcy4025,dqn,halt_ratio,3,8,,0.15028990816599866,0.03974858958918264,1000,100
873,d12xaq2j,run-20260322_020957-d12xaq2j,a2c,halt_ratio,2,32,,0.1500584246410734,0.03997290909119169,1003,100
874,bqbcasqj,run-20260321_173243-bqbcasqj,dqn,halt_ratio,2,16,,0.14993450373479114,0.042102738431341206,1000,100
875,t6w28l3l,run-20260321_173403-t6w28l3l,dqn,halt_ratio,2,128,,0.1498391138833416,0.03955253823693441,1000,100
876,918chntn,run-20260321_172300-918chntn,dqn,halt_ratio,1,16,,0.14955672109813556,0.036443122679755705,1000,100
877,79mzvjgs,run-20260321_173305-79mzvjgs,dqn,halt_ratio,2,64,,0.14935009679026973,0.041833553557919595,1000,100
878,o2eiqjfy,run-20260321_172853-o2eiqjfy,dqn,halt_ratio,2,16,,0.1493187324886187,0.03693758025555281,1000,100
879,lkykflql,run-20260321_172306-lkykflql,dqn,halt_ratio,1,16,,0.14925461924782008,0.04099110849119969,1000,100
880,h1hyqzne,run-20260321_172805-h1hyqzne,dqn,halt_ratio,1,128,,0.14912137355469876,0.042295581651774904,1000,100
881,u8s0eo20,run-20260321_172800-u8s0eo20,dqn,halt_ratio,1,128,,0.14845939605185257,0.03604497889476487,1000,100
882,e9yer21i,run-20260321_173936-e9yer21i,dqn,halt_ratio,3,64,,0.14844354890512862,0.0376276790812044,1000,100
883,n1e5zkcm,run-20260322_015113-n1e5zkcm,a2c,halt_ratio,1,8,,0.14820022014120313,0.04071746300090743,1003,100
884,m9qmz0m0,run-20260321_173919-m9qmz0m0,dqn,halt_ratio,3,16,,0.14813419973028177,0.03498632656577273,1000,100
885,a6m31hxk,run-20260321_173255-a6m31hxk,dqn,halt_ratio,2,32,,0.14795087271280816,0.044671025371066,1000,100
886,v8tkzucb,run-20260321_172341-v8tkzucb,dqn,halt_ratio,1,16,,0.14786780499451044,0.0395893591369969,1000,100
887,6oc4f7ml,run-20260321_141715-6oc4f7ml,qrdqn,speed_throughput,2,32,,0.14773593666842944,0.07257506083455806,233,100
888,7k2hrg42,run-20260322_015641-7k2hrg42,a2c,halt_ratio,1,32,,0.14695814638187987,0.04234605639826423,1003,100
889,drm0te45,run-20260321_174344-drm0te45,dqn,halt_ratio,3,64,,0.14683120151001694,0.043250275571122265,1000,100
890,a31zowyh,run-20260321_173920-a31zowyh,dqn,halt_ratio,3,32,,0.14642037930125407,0.04800139122462821,1000,100
891,qq612uli,run-20260321_172800-qq612uli,dqn,halt_ratio,1,64,,0.14639698087500194,0.03781848527218065,1000,100
892,b3lc5mc7,run-20260321_141649-b3lc5mc7,qrdqn,speed_throughput,2,16,,0.14628599539113538,0.08372151581954108,96,96
893,25sgii3h,run-20260321_173405-25sgii3h,dqn,halt_ratio,2,128,,0.14605893809432802,0.042595422466254404,1000,100
894,3jbrmljc,run-20260321_174334-3jbrmljc,dqn,halt_ratio,3,64,,0.14573867914973557,0.0324868107487789,1000,100
895,ft8eawwz,run-20260321_173803-ft8eawwz,dqn,halt_ratio,3,8,,0.1456891831572273,0.044846074058809325,1000,100
896,gk9vpwe0,run-20260321_172843-gk9vpwe0,dqn,halt_ratio,2,16,,0.14543893303877956,0.03519205431944003,1000,100
897,ff3gse45,run-20260321_172354-ff3gse45,dqn,halt_ratio,1,64,,0.1452153370230382,0.06310823395919403,1000,100
898,p2ep84wd,run-20260321_172342-p2ep84wd,dqn,halt_ratio,1,32,,0.14505266794067756,0.03844070386596545,1000,100
899,394vonkl,run-20260322_015149-394vonkl,a2c,halt_ratio,1,8,,0.1447895944496545,0.03955660067791217,1003,100
900,l2j7eeri,run-20260321_173928-l2j7eeri,dqn,halt_ratio,3,32,,0.14439229722662972,0.04430616661702325,1000,100
901,l1tofhcu,run-20260321_174350-l1tofhcu,dqn,halt_ratio,3,128,,0.14364093789831028,0.03427095064683713,1000,100
902,x09n6pni,run-20260321_174344-x09n6pni,dqn,halt_ratio,3,128,,0.14311156747448936,0.03556299320695809,1000,100
903,qs5xct86,run-20260321_172840-qs5xct86,dqn,halt_ratio,2,8,,0.14280949850933872,0.04063562916894266,1000,100
904,nuowywyo,run-20260322_022406-nuowywyo,a2c,halt_ratio,3,32,,0.1427389875716305,0.04084343074094602,1003,100
905,8048qq55,run-20260321_173818-8048qq55,dqn,halt_ratio,3,16,,0.1424851233647259,0.034673413352594024,1000,100
906,lqm07nt1,run-20260321_173256-lqm07nt1,dqn,halt_ratio,2,32,,0.1413796738200654,0.03305674931087835,1000,100
907,gplf22cf,run-20260321_173415-gplf22cf,dqn,halt_ratio,2,128,,0.14119379056061526,0.02586760386967217,1000,100
908,dg7on65n,run-20260321_174356-dg7on65n,dqn,halt_ratio,3,128,,0.140271347552238,0.022077449064950537,1000,100
909,fw9e1ylt,run-20260321_173359-fw9e1ylt,dqn,halt_ratio,2,64,,0.14011463583618183,0.036794447925744114,1000,100
910,cc4bb5np,run-20260321_152917-cc4bb5np,qrdqn,halt_ratio,2,32,,0.1398373456361081,0.04374663152444725,1000,100
911,spwlkoea,run-20260321_153454-spwlkoea,qrdqn,halt_ratio,2,128,,0.1397242850670055,0.04953578524411724,1000,100
