rank,sweep_id,sweep_label,run_id,algorithm,reward_mode,num_layers,layer_size,total_timesteps,learning_rate,gamma,batch_size,gradient_steps,mean_reward,std_reward,n_steps,last_steps_used
67,wqs01xjl,PPO | speed_throughput (156 run),79wkmwk2,ppo,speed_throughput,6,128,75000,0.0003320267548575652,0.9668520315118938,128,1,0.5458369106344628,0.04384392832966658,757,100
68,wqs01xjl,PPO | speed_throughput (156 run),8iltetb0,ppo,speed_throughput,1,256,50000,0.001079629317912911,0.9164923683901952,64,1,0.5457857354075606,0.03621143684483888,512,100
69,wqs01xjl,PPO | speed_throughput (156 run),angjzrkt,ppo,speed_throughput,2,128,50000,0.000819230750891348,0.9320058822580398,256,4,0.5456640097263032,0.038769499968131754,512,100
70,wqs01xjl,PPO | speed_throughput (156 run),cogxneco,ppo,speed_throughput,4,128,100000,0.00012834887887910545,0.9309844512941348,256,4,0.5455863828888652,0.03925847358433531,1003,100
71,wqs01xjl,PPO | speed_throughput (156 run),muubayed,ppo,speed_throughput,4,256,50000,0.001402730003817295,0.981023876126519,256,2,0.5455100143301757,0.04327022750732562,512,100
72,wqs01xjl,PPO | speed_throughput (156 run),eg6yanz7,ppo,speed_throughput,4,128,50000,0.0001779172346054189,0.92100209971803,32,2,0.5454334700366164,0.05023652668197028,512,100
73,wqs01xjl,PPO | speed_throughput (156 run),f7dgxfir,ppo,speed_throughput,4,128,50000,0.0006090243173545635,0.9230963329343704,256,4,0.5454076416272615,0.04279996739390225,512,100
74,wqs01xjl,PPO | speed_throughput (156 run),mnwuubb8,ppo,speed_throughput,5,32,100000,0.00023605498250947867,0.9129649802463722,128,1,0.5454010822144052,0.03548633324156774,1003,100
75,wqs01xjl,PPO | speed_throughput (156 run),vzz6gqaq,ppo,speed_throughput,3,64,75000,7.538453850870357e-05,0.9688217386805008,256,2,0.5451939413229456,0.04190139770620603,757,100
76,wqs01xjl,PPO | speed_throughput (156 run),t8vzrsbh,ppo,speed_throughput,6,128,75000,0.0001079612999939118,0.9525234080005752,256,4,0.5450782764296409,0.040852961935383784,757,100
77,wqs01xjl,PPO | speed_throughput (156 run),9yxnsd8o,ppo,speed_throughput,4,128,75000,0.002847010265120502,0.934544982807887,64,2,0.5450781760634069,0.051266304803416846,757,100
78,wqs01xjl,PPO | speed_throughput (156 run),9x3hl8jo,ppo,speed_throughput,4,32,100000,0.0023748444425204782,0.9253935100249134,256,1,0.5448895879308511,0.03818230028803779,1003,100
79,wqs01xjl,PPO | speed_throughput (156 run),wbouuzfz,ppo,speed_throughput,1,32,100000,0.0031699925636640785,0.9621500894415428,256,2,0.5448191424968375,0.03712797333049921,1003,100
80,wqs01xjl,PPO | speed_throughput (156 run),agbgzftl,ppo,speed_throughput,5,8,100000,0.0022696518524357263,0.9541466057234332,256,4,0.5447494066914212,0.04040184128546296,1003,100
81,wqs01xjl,PPO | speed_throughput (156 run),b1miuqqm,ppo,speed_throughput,4,8,50000,0.0005472999428927745,0.9123310659012132,64,1,0.5444732200754223,0.04845811798562041,512,100
82,wqs01xjl,PPO | speed_throughput (156 run),og85fd4l,ppo,speed_throughput,1,256,75000,0.0014868286407552405,0.9609818908733928,64,2,0.5443552956586599,0.04295077491978095,757,100
83,wqs01xjl,PPO | speed_throughput (156 run),itztf5pt,ppo,speed_throughput,5,16,75000,0.0023968478025297784,0.9835900743082912,256,4,0.5443209156299701,0.044628271814946496,757,100
84,wqs01xjl,PPO | speed_throughput (156 run),115xu2ur,ppo,speed_throughput,6,64,50000,0.00017812553896540473,0.9068861918623584,256,4,0.5442281490059627,0.041456409445866836,512,100
85,wqs01xjl,PPO | speed_throughput (156 run),2a9ecbpm,ppo,speed_throughput,6,64,75000,0.00134260955224342,0.9178886199397436,128,2,0.5440523813623793,0.043294900017143104,757,100
86,wqs01xjl,PPO | speed_throughput (156 run),0j5diazo,ppo,speed_throughput,1,8,50000,0.0009189154200731768,0.9367919989065894,256,2,0.544016213743856,0.038155727129176795,512,100
87,wqs01xjl,PPO | speed_throughput (156 run),g8yki4u3,ppo,speed_throughput,2,32,50000,0.0002596095829988823,0.932049236693443,128,1,0.5438219190275424,0.042271807901645295,512,100
88,wqs01xjl,PPO | speed_throughput (156 run),dsit7c9a,ppo,speed_throughput,6,16,100000,0.00012153840996526398,0.9375599898813828,256,1,0.5437784679980077,0.044926247193752995,1003,100
89,wqs01xjl,PPO | speed_throughput (156 run),d0k7uxlx,ppo,speed_throughput,5,256,50000,0.00018192683518025528,0.929622901498348,32,4,0.5435783930922837,0.04603851013456226,512,100
90,wqs01xjl,PPO | speed_throughput (156 run),mkvmabw9,ppo,speed_throughput,4,8,75000,0.0017762805865638334,0.9703016696429064,64,4,0.5435443442544723,0.03953219050883735,757,100
91,wqs01xjl,PPO | speed_throughput (156 run),3hj2rcrq,ppo,speed_throughput,2,8,75000,0.0033075841675988408,0.9483933744810976,128,2,0.5434292155439403,0.03860056820607959,757,100
92,wqs01xjl,PPO | speed_throughput (156 run),ev7124kk,ppo,speed_throughput,6,8,100000,0.002225205617498749,0.9603188765422516,256,4,0.5433863110329169,0.04120195382581364,1003,100
93,wqs01xjl,PPO | speed_throughput (156 run),q5l8737c,ppo,speed_throughput,3,16,75000,0.0007721694720115184,0.920597378177512,32,4,0.5428423800917633,0.04117153565821595,757,100
94,wqs01xjl,PPO | speed_throughput (156 run),x61cc8jt,ppo,speed_throughput,5,32,75000,0.0004654765745894029,0.931055486894085,256,1,0.542738641487508,0.03897749132765295,757,100
95,wqs01xjl,PPO | speed_throughput (156 run),6psbulq5,ppo,speed_throughput,1,64,75000,0.00011897818812043844,0.9792565542814776,256,2,0.5427155361954832,0.0447034714842738,757,100
96,wqs01xjl,PPO | speed_throughput (156 run),zpgfkci5,ppo,speed_throughput,5,8,75000,0.001426041201347763,0.9807600744579068,128,2,0.5424949688793039,0.04905802904161579,757,100
97,wqs01xjl,PPO | speed_throughput (156 run),os09t5fv,ppo,speed_throughput,6,256,50000,0.00032586916227816547,0.9665115509310266,64,1,0.5423182439504773,0.05279872708560062,512,100
98,wqs01xjl,PPO | speed_throughput (156 run),i6aonm2d,ppo,speed_throughput,2,64,75000,0.0002509832779228179,0.9031945688503604,128,1,0.5422999912313672,0.03792624758225305,757,100
99,wqs01xjl,PPO | speed_throughput (156 run),os2mygr9,ppo,speed_throughput,3,64,100000,7.750386785938803e-05,0.9967954918580962,256,2,0.5422717587338421,0.04412548780680569,1003,100
100,wqs01xjl,PPO | speed_throughput (156 run),yilfsks1,ppo,speed_throughput,6,128,50000,7.560195225512233e-05,0.9614252251945452,128,2,0.5422549986025732,0.047378929139856765,512,100
101,wqs01xjl,PPO | speed_throughput (156 run),jnay2n9c,ppo,speed_throughput,1,16,50000,0.0005433800854634198,0.958285044928722,256,2,0.5420924955968713,0.04476402340974092,512,100
102,wqs01xjl,PPO | speed_throughput (156 run),z7rcby1k,ppo,speed_throughput,5,256,50000,0.0028581580549657407,0.9929481403633424,64,2,0.541849191918392,0.03952735973307265,512,100
103,wqs01xjl,PPO | speed_throughput (156 run),m4b8ro7f,ppo,speed_throughput,6,8,75000,0.0010264349463342173,0.9607237445887228,256,4,0.5418015700898831,0.04222672879516724,757,100
104,wqs01xjl,PPO | speed_throughput (156 run),efc9kmj2,ppo,speed_throughput,4,16,75000,0.0004010312555703028,0.9172020954171172,64,1,0.5416861663699355,0.03736595994806904,757,100
105,wqs01xjl,PPO | speed_throughput (156 run),plneztub,ppo,speed_throughput,6,64,100000,9.434906583535098e-05,0.9854061365043264,256,2,0.5416127398231018,0.04300234142494483,1003,100
106,wqs01xjl,PPO | speed_throughput (156 run),ftbgcth6,ppo,speed_throughput,1,16,50000,0.0005036254616456708,0.9406146137304948,64,4,0.540905343556049,0.04564647192876736,512,100
107,wqs01xjl,PPO | speed_throughput (156 run),7bdp2uk7,ppo,speed_throughput,4,8,100000,6.522058908378897e-05,0.9239099768812558,32,4,0.540773391052021,0.040747045174443774,1003,100
108,wqs01xjl,PPO | speed_throughput (156 run),pmepase8,ppo,speed_throughput,1,128,100000,0.00036825750945873554,0.9722960861890978,32,4,0.5405916947560492,0.03507562681507057,1003,100
109,wqs01xjl,PPO | speed_throughput (156 run),nt508non,ppo,speed_throughput,5,64,50000,0.0021594446857289046,0.9447253447664924,128,4,0.5405354027865322,0.04521259607639354,512,100
110,wqs01xjl,PPO | speed_throughput (156 run),1mwlrrhv,ppo,speed_throughput,3,64,50000,0.00025852735313882546,0.9635314065811476,64,4,0.5405014393241209,0.03683085536376574,512,100
111,wqs01xjl,PPO | speed_throughput (156 run),q4di4x2t,ppo,speed_throughput,4,16,50000,0.00038266905525684487,0.9556124305460704,256,2,0.5394254516682172,0.04585938280080197,512,100
112,wqs01xjl,PPO | speed_throughput (156 run),en5k98tv,ppo,speed_throughput,2,16,100000,0.00412422744698843,0.9616800671881818,128,4,0.5392121611913531,0.03613679429471199,1003,100
113,wqs01xjl,PPO | speed_throughput (156 run),ninzhv0b,ppo,speed_throughput,6,8,50000,0.003780116813216385,0.971603058398895,32,4,0.5390242594201259,0.03648618582916021,512,100
114,wqs01xjl,PPO | speed_throughput (156 run),5hiirm2f,ppo,speed_throughput,1,16,50000,0.00031917430113531236,0.955223404468476,256,2,0.5388893413540492,0.04499591698226975,512,100
115,wqs01xjl,PPO | speed_throughput (156 run),koeyhbtt,ppo,speed_throughput,4,32,100000,0.0003282129300168133,0.9161995098080878,32,1,0.5388614674965937,0.043997329302051455,1003,100
116,wqs01xjl,PPO | speed_throughput (156 run),jinl8ssh,ppo,speed_throughput,6,32,50000,0.001489303994070905,0.9561726353092148,64,1,0.5387312160876996,0.04458115377777724,512,100
117,upoarol0,QRDQN | speed_throughput (48 run),n8u9hvgl,qrdqn,speed_throughput,6,16,50000,7.971134306799874e-05,0.9808390598465138,128,1,0.5385473210999396,0.04270904953802598,1000,100
118,wqs01xjl,PPO | speed_throughput (156 run),za9xoswq,ppo,speed_throughput,4,8,50000,0.001929693360500939,0.9475337260529456,128,1,0.5382246958790071,0.044871302260985325,512,100
119,wqs01xjl,PPO | speed_throughput (156 run),kqxbz0j5,ppo,speed_throughput,2,64,100000,7.309254543523814e-05,0.9914215615238496,256,2,0.537883880554413,0.04010407160677868,1003,100
120,wqs01xjl,PPO | speed_throughput (156 run),jn0vj00k,ppo,speed_throughput,6,128,50000,0.003935784131578609,0.9831620700244772,128,2,0.537795770685267,0.042201525550757096,512,100
121,wqs01xjl,PPO | speed_throughput (156 run),2rhwo1r2,ppo,speed_throughput,6,256,50000,0.0004177824575961441,0.9341575251876488,256,4,0.5377779513413369,0.046636372533854685,512,100
122,wqs01xjl,PPO | speed_throughput (156 run),b8zaa27t,ppo,speed_throughput,4,256,50000,6.362503805868492e-05,0.9260689719093226,128,2,0.5376186592110618,0.0434839525052858,512,100
123,wqs01xjl,PPO | speed_throughput (156 run),xu8prr49,ppo,speed_throughput,6,64,75000,0.0006994587970870426,0.9045268565931546,64,1,0.537143890286531,0.044854957051398754,757,100
124,wqs01xjl,PPO | speed_throughput (156 run),1psxifxo,ppo,speed_throughput,6,256,75000,7.750331158494345e-05,0.9534510646181412,128,4,0.5366275759772792,0.040604296022251025,757,100
125,wqs01xjl,PPO | speed_throughput (156 run),zvb86sye,ppo,speed_throughput,3,256,75000,0.0002247930719995436,0.941183658198075,32,1,0.5347639136367979,0.04576769548340457,757,100
126,wqs01xjl,PPO | speed_throughput (156 run),zdful3ny,ppo,speed_throughput,5,16,50000,0.00015885974931067193,0.9926112471735482,64,2,0.5337709934106448,0.050526009826345836,512,100
127,wqs01xjl,PPO | speed_throughput (156 run),e61h14vq,ppo,speed_throughput,1,8,75000,6.983928286564588e-05,0.9298779710032982,32,4,0.5333441603917884,0.045861754334523164,757,100
128,wqs01xjl,PPO | speed_throughput (156 run),0h1jj2j1,ppo,speed_throughput,5,128,75000,0.0012734371086158835,0.9436593776299596,32,1,0.5332992196879849,0.0579082918538168,757,100
129,upoarol0,QRDQN | speed_throughput (48 run),zrb6gakq,qrdqn,speed_throughput,4,8,50000,0.00040090414069828863,0.9747810395853412,64,1,0.5323418235066352,0.04301875716738401,1000,100
130,upoarol0,QRDQN | speed_throughput (48 run),vdur7pk6,qrdqn,speed_throughput,1,16,50000,0.0001398219049030416,0.9629768959756536,256,1,0.5312560545763378,0.044920416369860584,1000,100
131,upoarol0,QRDQN | speed_throughput (48 run),ikj43dww,qrdqn,speed_throughput,6,16,50000,5.314521364991298e-05,0.9330453298144468,256,1,0.5307087087503519,0.04060808502494646,1000,100
132,wqs01xjl,PPO | speed_throughput (156 run),bl5s5qws,ppo,speed_throughput,3,128,50000,0.00012317907952604605,0.9770960129758312,128,1,0.5295336346870416,0.0495955246645052,512,100
133,upoarol0,QRDQN | speed_throughput (48 run),6povzl0h,qrdqn,speed_throughput,5,16,100000,0.0001600407157690926,0.9627111994137604,256,1,0.5294855015368077,0.04442297950376005,1000,100
134,wqs01xjl,PPO | speed_throughput (156 run),xmmetelj,ppo,speed_throughput,4,64,75000,0.0013340787344914534,0.9803297973164712,32,2,0.5293204489827628,0.07422917321507004,757,100
135,vm4rjeax,QRDQN | speed_throughput (56 run),4k8jquy9,qrdqn,speed_throughput,2,64,100000,6.23723826811079e-05,0.9042295032451714,32,1,0.5281061789145034,0.047531253109523414,1000,100
136,wqs01xjl,PPO | speed_throughput (156 run),qxcmaf51,ppo,speed_throughput,6,64,100000,0.001291345534825239,0.9497613404219352,256,1,0.5278313210381677,0.055389198708566144,1003,100
137,vm4rjeax,QRDQN | speed_throughput (56 run),m4izgkbb,qrdqn,speed_throughput,3,32,100000,6.718720549351164e-05,0.9824160349286608,32,1,0.5261358349958665,0.042985357556681716,1000,100
138,upoarol0,QRDQN | speed_throughput (48 run),mx2xc1wn,qrdqn,speed_throughput,5,16,75000,0.0004690807128289922,0.9243417876062976,32,2,0.5252864188137109,0.04322883350550658,1000,100
139,upoarol0,QRDQN | speed_throughput (48 run),7rpvayad,qrdqn,speed_throughput,1,8,75000,6.0102293831743755e-05,0.947672398450958,128,2,0.5249598022323462,0.042124222588838404,1000,100
140,wqs01xjl,PPO | speed_throughput (156 run),mjvnb5oy,ppo,speed_throughput,3,32,100000,0.0020133038661751296,0.934078231430994,256,4,0.5234708000398701,0.062337676184657666,1003,100
141,wqs01xjl,PPO | speed_throughput (156 run),bp3g5fu3,ppo,speed_throughput,6,32,50000,0.0024165474151310387,0.9172583528334328,32,1,0.5230116364140351,0.06572181354913306,512,100
142,upoarol0,QRDQN | speed_throughput (48 run),zpl671b4,qrdqn,speed_throughput,5,64,75000,0.0018509982664752377,0.9752525426934212,64,2,0.5218072047237248,0.05522489332603392,1000,100
143,vm4rjeax,QRDQN | speed_throughput (56 run),dsuzpfau,qrdqn,speed_throughput,6,32,100000,0.0018259359398467552,0.9397768371920678,128,1,0.5217987074676246,0.0594098662989312,1000,100
144,upoarol0,QRDQN | speed_throughput (48 run),pqyml86e,qrdqn,speed_throughput,3,32,75000,6.42394323559932e-05,0.9201593843936416,256,2,0.5216605851473937,0.04362753863619591,1000,100
145,upoarol0,QRDQN | speed_throughput (48 run),7tmiqb1v,qrdqn,speed_throughput,5,64,100000,0.001033681545935168,0.9678771827599764,64,2,0.5214095380428266,0.05868874791099911,1000,100
146,upoarol0,QRDQN | speed_throughput (48 run),5voj3fz2,qrdqn,speed_throughput,1,32,50000,0.0006437095904018101,0.9747735212629776,256,2,0.5213031731446659,0.05774510277236551,1000,100
147,vm4rjeax,QRDQN | speed_throughput (56 run),jppou1qw,qrdqn,speed_throughput,5,32,50000,0.0027943007837525195,0.9237061308469696,256,1,0.5208113242584559,0.05999633405205976,1000,100
148,vm4rjeax,QRDQN | speed_throughput (56 run),qsjnsxc4,qrdqn,speed_throughput,4,32,75000,0.0009152368313599776,0.9364113712218014,256,1,0.5206113171377972,0.05846029144161574,1000,100
149,wqs01xjl,PPO | speed_throughput (156 run),uogivpfn,ppo,speed_throughput,1,16,75000,0.004420573458072848,0.908891444508224,32,4,0.5193568339075758,0.04677193302705299,757,100
150,wqs01xjl,PPO | speed_throughput (156 run),ns0aqorr,ppo,speed_throughput,4,64,50000,0.0011587473513345128,0.9362966940360008,256,1,0.5190247630794639,0.06268481064968306,512,100
151,upoarol0,QRDQN | speed_throughput (48 run),goarr8vh,qrdqn,speed_throughput,6,256,75000,0.0005781312074562548,0.9816960942125046,32,4,0.5189538302852481,0.06312609759289207,1000,100
152,upoarol0,QRDQN | speed_throughput (48 run),2o3z4zc0,qrdqn,speed_throughput,2,16,100000,0.001804374014289424,0.968287215149416,64,4,0.518121812934687,0.0668887421064052,1000,100
153,upoarol0,QRDQN | speed_throughput (48 run),7reuj0hl,qrdqn,speed_throughput,5,64,100000,0.002309764398327355,0.9806739002264608,64,4,0.5181118606669913,0.06700012320895879,1000,100
154,upoarol0,QRDQN | speed_throughput (48 run),w0jafmrp,qrdqn,speed_throughput,4,64,100000,5.821379596552024e-05,0.93919259901222,32,1,0.5178657851385104,0.04281538305993571,1000,100
155,vm4rjeax,QRDQN | speed_throughput (56 run),vwbs6wrr,qrdqn,speed_throughput,5,32,100000,0.0001566738602534381,0.9348665021327858,256,1,0.5170933020046631,0.061943801120981565,1000,100
156,vm4rjeax,QRDQN | speed_throughput (56 run),hdrnr5zh,qrdqn,speed_throughput,3,64,75000,0.0003115340993707763,0.9800994160410634,64,1,0.517011975145475,0.059021564173163045,1000,100
157,vm4rjeax,QRDQN | speed_throughput (56 run),ugquj7b4,qrdqn,speed_throughput,5,128,50000,0.0008679009342157507,0.93031628430075,64,1,0.515900926929702,0.063755363943354,1000,100
158,upoarol0,QRDQN | speed_throughput (48 run),3eza7cdh,qrdqn,speed_throughput,2,16,50000,0.0026208222197744483,0.9475618921479324,32,1,0.5150690070722374,0.054569209476819244,1000,100
159,vm4rjeax,QRDQN | speed_throughput (56 run),tm2oke1u,qrdqn,speed_throughput,1,256,100000,0.0015270842130717809,0.9967210976639752,32,1,0.5149961378867064,0.054818825927130624,1000,100
160,vm4rjeax,QRDQN | speed_throughput (56 run),ejt01eg0,qrdqn,speed_throughput,4,128,50000,0.0034546548148951706,0.9707739919326474,128,1,0.5148835104656616,0.058138408673302486,1000,100
161,upoarol0,QRDQN | speed_throughput (48 run),jq8cqubv,qrdqn,speed_throughput,6,64,75000,0.0007189684445081474,0.91592443869826,32,2,0.514688171872436,0.05823823871418249,1000,100
162,upoarol0,QRDQN | speed_throughput (48 run),o3648o85,qrdqn,speed_throughput,3,8,100000,0.00232297546939474,0.9916726974127804,32,4,0.5143888297408662,0.06796998399825434,1000,100
163,vm4rjeax,QRDQN | speed_throughput (56 run),xcj8aqws,qrdqn,speed_throughput,3,128,75000,0.0003072788598689125,0.9615909683348648,64,1,0.5138382325360346,0.05690697673650084,1000,100
164,upoarol0,QRDQN | speed_throughput (48 run),7cfuodhs,qrdqn,speed_throughput,4,8,75000,0.0018011574595658245,0.994179703366198,256,2,0.5136508532689537,0.057197799226771893,1000,100
165,vm4rjeax,QRDQN | speed_throughput (56 run),mu43ilkn,qrdqn,speed_throughput,1,64,75000,9.358088859816e-05,0.9433886287109878,128,1,0.5133167948293916,0.05746007256012628,1000,100
166,vm4rjeax,QRDQN | speed_throughput (56 run),u03iyq99,qrdqn,speed_throughput,5,128,100000,0.0002434322201166015,0.949487734178704,64,1,0.5127754645656423,0.05698045138612147,1000,100
167,upoarol0,QRDQN | speed_throughput (48 run),igff0vxg,qrdqn,speed_throughput,3,64,100000,0.00019347611345584863,0.9494389058689456,64,2,0.5126364379238867,0.06317088171587924,1000,100
168,upoarol0,QRDQN | speed_throughput (48 run),wx66sg0m,qrdqn,speed_throughput,5,8,75000,0.0024704432976322683,0.990639504291809,32,2,0.5124429174022638,0.056393820788443724,1000,100
169,vm4rjeax,QRDQN | speed_throughput (56 run),5oaas428,qrdqn,speed_throughput,2,128,50000,0.0021478491428820207,0.9083962228570874,32,1,0.512303407788355,0.05299015436721229,1000,100
170,upoarol0,QRDQN | speed_throughput (48 run),0cld6xr0,qrdqn,speed_throughput,2,32,100000,0.0008293391491971796,0.9491930098236372,256,4,0.5121399565751353,0.05128992497753139,1000,100
171,vm4rjeax,QRDQN | speed_throughput (56 run),4yvwtrzp,qrdqn,speed_throughput,6,64,75000,0.0004022907867633535,0.923344644884876,32,1,0.5118319119867416,0.05808049356570487,1000,100
172,vm4rjeax,QRDQN | speed_throughput (56 run),9gmvnrux,qrdqn,speed_throughput,5,256,100000,0.0003482384292561087,0.9638973042509216,32,1,0.5113031775157223,0.0585221875955894,1000,100
173,upoarol0,QRDQN | speed_throughput (48 run),zq7thxq3,qrdqn,speed_throughput,5,128,100000,0.0013307651058597715,0.9469981993216916,128,1,0.5105551129748153,0.050139040441183676,1000,100
174,upoarol0,QRDQN | speed_throughput (48 run),2nkqn03y,qrdqn,speed_throughput,1,16,100000,0.0005989685116619006,0.9077727891996924,64,4,0.51055275745736,0.058819631263590084,1000,100
175,upoarol0,QRDQN | speed_throughput (48 run),wjagsw6d,qrdqn,speed_throughput,4,128,100000,0.002527567993449471,0.9794778685059158,64,1,0.5103788343052017,0.06005368656984245,1000,100
176,vm4rjeax,QRDQN | speed_throughput (56 run),ixol09eg,qrdqn,speed_throughput,4,256,100000,0.00042255805327411495,0.9557136871069716,64,1,0.5098271914429113,0.05981842576814614,1000,100
177,upoarol0,QRDQN | speed_throughput (48 run),bvbz9ohj,qrdqn,speed_throughput,5,256,100000,0.004052219569148199,0.9847542532293132,64,4,0.5096656022474925,0.06031305613647984,1000,100
178,upoarol0,QRDQN | speed_throughput (48 run),jz3jqp4m,qrdqn,speed_throughput,2,64,75000,0.00015225870047389076,0.9266192733517148,256,4,0.5093634854643394,0.058726729853057845,1000,100
179,upoarol0,QRDQN | speed_throughput (48 run),jnlelmjo,qrdqn,speed_throughput,5,256,50000,0.00023058549855689385,0.91850836708064,32,4,0.5092282166956317,0.06104191443775134,1000,100
180,vm4rjeax,QRDQN | speed_throughput (56 run),36zowatd,qrdqn,speed_throughput,4,32,100000,0.0001952681732691221,0.972148114746912,256,1,0.5092227353149678,0.062019980696426405,1000,100
181,vm4rjeax,QRDQN | speed_throughput (56 run),8wjiaoho,qrdqn,speed_throughput,5,256,50000,0.00459949511324248,0.9611031752564148,256,1,0.5092146267650184,0.0653113698454175,1000,100
182,vm4rjeax,QRDQN | speed_throughput (56 run),9ahaxgaw,qrdqn,speed_throughput,5,256,50000,0.0016881432288787868,0.97118334971996,256,1,0.5088998946138418,0.056463087948560364,1000,100
183,vm4rjeax,QRDQN | speed_throughput (56 run),y71y2t4i,qrdqn,speed_throughput,4,256,100000,0.00025632574043519206,0.9671939760225988,64,1,0.5083920228646897,0.06363492689143015,1000,100
184,vm4rjeax,QRDQN | speed_throughput (56 run),6vf12i7e,qrdqn,speed_throughput,5,256,100000,0.00026078951558646267,0.9506469992136208,64,1,0.5082692740914798,0.0582187670641725,1000,100
